mouse_no,group_no,LDOPA_OF,NA_OF,A_OF,5HTP_OF,DOPAC_OF,DA_OF,5HIAA_OF,HVA_OF,5HT_OF,NA_PL,DOPAC_PL,5HTP_PL,DA_PL,5HIAA_PL,HVA_PL,5HT_PL,VMA_CC,NA_CC,A_CC,5HTP_CC,DOPAC_CC,DA_CC,5HIAA_CC,HVA_CC,5HT_CC,NA_IC,5HTP_IC,DOPAC_IC,DA_IC,5HIAA_IC,HVA_IC,5HT_IC,3MT_IC,VMA_M,LDOPA_M,NA_M,A_M,DOPAC_M,5HTP_M,DA_M,5HIAA_M,HVA_M,5HT_M,NA_SJ,DOPAC_SJ,5HTP_SJ,DA_SJ,5HIAA_SJ,HVA_SJ,5HT_SJ,3MT_SJ,NA_SL1,5HTP_SL1,DOPAC_SL1,DA_SL1,5HIAA_SL1,HVA_SL1,5HT_SL1,3MT_SL1,NA_SR1,5HTP_SR1,DOPAC_SR1,DA_SR1,5HIAA_SR1,HVA_SR1,5HT_SR1,VMA_SL6,NA_SL6,5HTP_SL6,DOPAC_SL6,DA_SL6,5HIAA_SL6,HVA_SL6,5HT_SL6,3MT_SL6,VMA_SR6,NA_SR6,5HTP_SR6,DOPAC_SR6,DA_SR6,5HIAA_SR6,HVA_SR6,5HT_SR6,3MT_SR6,VMA_AC,LDOPA_AC,NA_AC,A_AC,5HTP_AC,DOPAC_AC,DA_AC,5HIAA_AC,HVA_AC,5HT_AC,NA_V,A_V,DOPAC_V,5HTP_V,DA_V,5HIAA_V,HVA_V,5HT_V,NA_Am,5HTP_Am,DOPAC_Am,DA_Am,5HIAA_Am,HVA_Am,5HT_Am,3MT_Am,NA_dH,DOPAC_dH,5HTP_dH,DA_dH,5HIAA_dH,HVA_dH,5HT_dH,3MT_dH,NA_vH,DOPAC_vH,5HTP_vH,DA_vH,5HIAA_vH,HVA_vH,5HT_vH,NA_NAc,5HTP_NAc,DOPAC_NAc,DA_NAc,5HIAA_NAc,HVA_NAc,5HT_NAc,3MT_NAc,NA_VM,5HTP_VM,DOPAC_VM,DA_VM,5HIAA_VM,HVA_VM,5HT_VM,3MT_VM,NA_DM,5HTP_DM,DOPAC_DM,DA_DM,5HIAA_DM,HVA_DM,5HT_DM,3MT_DM,NA_VL,5HTP_VL,DOPAC_VL,DA_VL,5HIAA_VL,HVA_VL,5HT_VL,3MT_VL,NA_DL,5HTP_DL,DOPAC_DL,DA_DL,5HIAA_DL,HVA_DL,5HT_DL,3MT_DL,VMA_MD,LDOPA_MD,NA_MD,A_MD,5HTP_MD,DOPAC_MD,DA_MD,5HIAA_MD,HVA_MD,5HT_MD,VMA_VPL,NA_VPL,DOPAC_VPL,5HTP_VPL,DA_VPL,5HIAA_VPL,HVA_VPL,5HT_VPL,3MT_VPL,VMA_VPR,NA_VPR,A_VPR,5HTP_VPR,DOPAC_VPR,DA_VPR,5HIAA_VPR,HVA_VPR,5HT_VPR,VMA_DG,NA_DG,A_DG,5HTP_DG,DOPAC_DG,DA_DG,5HIAA_DG,HVA_DG,5HT_DG,NA_Y,DOPAC_Y,5HTP_Y,DA_Y,5HIAA_Y,HVA_Y,5HT_Y,LDOPA_SC,NA_SC,DOPAC_SC,5HTP_SC,DA_SC,5HIAA_SC,HVA_SC,5HT_SC,NA_SN,5HTP_SN,DOPAC_SN,DA_SN,5HIAA_SN,HVA_SN,5HT_SN,3MT_SN,NA_VTA,5HTP_VTA,DOPAC_VTA,DA_VTA,5HIAA_VTA,HVA_VTA,5HT_VTA,3MT_VTA,VMA_DR,NA_DR,A_DR,5HTP_DR,DOPAC_DR,DA_DR,5HIAA_DR,HVA_DR,5HT_DR,VMA_MR,NA_MR,A_MR,5HTP_MR,DOPAC_MR,DA_MR,5HIAA_MR,HVA_MR,5HT_MR,LDOPA_CE,NA_CE,A_CE,5HTP_CE,DOPAC_CE,DA_CE,5HIAA_CE,HVA_CE,5HT_CE
2,1,0.038630319,0.163797464,0.004027767,0.007147747,0.018342718,0.012725,0.031349077,0.034337428,0.042579184,0.018581555,0.015271248,0.00169492,0.004759652,0.038522958,0.027818951,0.021879456,0.201267557,0.158393065,0.000187702,0.002630916,0.011604788,0.008440625,0.058112653,0.031127483,0.02030871,0.060155066,0.002923437,0.013705439,0.002526081,0.033747923,0.048549898,0.0202726,0,0.177304147,0.025164835,0.103901447,0.000130952,4.28726E-05,0.003499335,0.012563666,0.014129127,0.023646445,0.049122159,0.01138855,0.015142226,,0.000275245,0.067593451,0.032149757,0.016886998,0,0.180999727,0.002044118,0.001153409,0.005913513,0.028582031,0.013196615,0.0418,0,0.140554531,0.003658088,0.005553977,0.002742127,0.04721875,0.021598307,0.01921875,0.880583441,0.072084756,0.005771793,0.007157171,0.004369565,0.030144928,0.035800882,0.017731569,0,0.787250586,0.127207584,0.005274579,0.04104084,0.016714286,0.077921245,0.117469066,0.034997412,0.006342075,0.340705281,0.028598248,0.081405229,0.003754036,0.008594425,0.004146418,0.006573192,0.011588409,0.013468221,0.012015364,0.044973766,0.000523077,0.000626312,0.001988157,0.005329428,0.007687624,0,0.008313178,0.232891414,0.008438503,0.035033058,0.046292327,0.182625,0.033901515,0.104745455,0.014572357,0.105050476,0.002058936,0.004948714,0.00535027,0.083788616,0.00797471,0.043801765,0,0.218822744,0.017520593,0.006168535,0.005131638,0.425357143,0.021122604,0.164565217,0.091236108,0.005799815,0.440059523,1.346667364,0.085612096,0.312878284,0.059788376,0.044969536,0.034669827,0.009228433,0.314069132,0.486787078,0.028621708,0.144248209,0.026043325,0.025985677,0.072050863,0.009077675,0.523447776,2.463207723,0.074229861,0.354110244,0.060833814,0.107625108,0.111409448,0.004596819,0.517598344,2.726344827,0.045038847,0.536232956,0.039498567,0.098605312,0.091685933,0.021634598,0.611839507,2.570821931,0.063523098,0.464136166,0.041193714,0.118710119,0.625034438,0.05,0.613701225,0.003465264,0.092886978,0.035276451,0.023415385,0.062679916,0.031927299,0.057801142,0.053922097,0.01011696,0.006457866,0.003457171,0.001616954,0.095759712,0.015090292,0.027565374,0,0.280165119,0.080048309,0.001742524,0.004428841,0.005896887,0.003086957,0.127023411,0.020142444,0.026805293,0.141072451,0.049160309,0.007915492,0.004690653,0.005402492,0.007109524,0.035758929,0.012437642,0.018549784,0.167895222,0.013776176,0.015623465,0.015885234,0.032999102,0.019499509,0.031909607,0.013241758,0.046565932,0.00404184,0.000625793,0.010316306,0.031307101,0.001317176,0.027913225,0.126865283,0.011557326,0.063010637,0.127638462,0.150468442,0.090172433,0.204130435,0.006179522,0.074768356,0.003636767,0.046484182,0.06674477,0.039641669,0.041313597,0.025941423,0,0.304472758,0.226609062,0.004415931,0.12020744,0.015900423,0.008084211,0.143655415,0.029534762,0.16560162,0.231739645,0.097799206,0.00589241,0.01199042,0.004569808,0.001662447,0.059444243,0.015682175,0.022033154,0.045390071,0.164420612,0.000312836,0.01312336,0.014084001,0.012416667,0.048234561,0.016466283,0.02251074
5,1,0.084787234,0.098815519,0.001313912,0.012642018,0.022705787,0.00123,0.117077202,0.052927339,0.029319446,0.034616105,0.017105995,0.000743882,0.010832311,0.050926432,0.043071821,0.051632062,0.293231948,0.196283991,0.001636374,0.004254525,0.011928927,0.012923077,0.074999114,0.03542563,0.041009545,0.113633298,0.00292149,0.060426278,0.049971974,0.060197368,0.112741228,0.042694737,0,1.864662757,0.014825175,0.106191286,0.00430303,0.004929047,0.002746989,0.017134953,0.012526289,0.023374647,0.059037987,0.029530114,0.018055893,0.000353629,0.011119843,0.024210455,0.048227897,0.058959217,0,0.186497198,0.003007059,0.001257273,0.002747253,0.03979375,0.016114583,0.031178,0,0.194422932,0.003082789,0.006006734,0.0030563,0.050305556,0.032106481,0.046066667,0.286791216,0.081012294,0.003663289,0.007263677,0.004880952,0.024468864,0.037807331,0.01863354,0,0.32212615,0.164541103,0.0038756,0.036970199,0.015285714,0.106971917,0.130415803,0.08184265,0.011253188,0.272003177,0.031835106,0.059416667,0.004723828,0.009481514,0.00796527,0.008864247,0.021637807,0.018531103,0.021662624,0.064747743,0.000138462,0.000433489,0.000414216,0.006595925,0.024862164,0.002156266,0.019353169,0.172596154,0.003579186,0.030230769,0.092909028,0.145903846,0.042628205,0.169492308,0.009620466,0.099676951,0.002906161,0.004286331,0.004298297,0.135175704,0.014423005,0.105261968,0,0.221792856,0.015995758,0.00187738,0.009620347,0.44646875,0.021607958,0.267978261,0.099483039,0.009505253,0.595022117,1.365998774,0.066751548,0.295259627,0.047920452,0.061997313,0.079590426,0.038602314,0.705504978,1.986061472,0.084270498,0.422001369,0.097578343,0.115817913,0.111054085,0.00232477,0.983981156,2.07864619,0.073026578,0.353027593,0.05139248,0.133245133,0.232612512,0.009326879,1.134955721,6.371051062,0.137923443,1.019397233,0.129979036,0.266145509,0.071817311,0.022288275,0.673622109,2.374819307,0.055106878,0.406688231,0.034396013,0.118230118,0.27838414,0.029642166,0.148764645,0.00170638,0.014910845,0.013253461,0.016390909,0.056536423,0.021646153,0.075271188,0,0.04504215,0.005323184,0,0.001677494,0.066658083,0.02120122,0.027045975,0,0.252709537,0.122296296,0.000752198,0.003320911,0.005320164,0.002786667,0.06757265,0.017898068,0.014753623,0.198731587,0.075946057,0.000647386,0.000768803,0.001302454,0.000852632,0.085559211,0.008107769,0.029533493,0.172217103,0.013173361,0.018178062,0.006565391,0.049095414,0.018270386,0.013615347,0.01487395,0.192912205,0.024467632,0.006710188,0.03089392,0.318657148,0.01179924,0.165649494,0.153016712,0.014700303,0.112407354,0.195455556,0.196830484,0.140495592,0.297270531,0,0.142008761,0.007580061,0.102970436,0.156225941,0.118308121,0.091348826,0.073913043,0.014174559,0.501841738,0.388597578,0.00486887,0.086678572,0.027818697,0.021827273,0.318365346,0.043529915,0.384224612,0.356403189,0.153951714,0.007846977,0.011460235,0.010718491,0.003983333,0.154978367,0.028445722,0.074844248,0.038753799,0.134833189,0.00022122,0.01587307,0.010777726,0.011442857,0.045002148,0.01204167,0.03154108
7,1,0.051711378,0.236073351,2.72032E-05,0.013347446,0.037357426,0.015104348,0.161504485,0.071478897,0.114190658,0.217171921,0.053416409,0.004252014,0.047347844,0.192543697,0.147169237,0.175748307,0.402975192,0.230824124,0.000163219,0.004471853,0.022902651,0.017113043,0.164508836,0.058114957,0.05731761,0.258822583,0.012434537,0.560918826,1.400107472,0.287988095,0.521746032,0.189542857,0.082416709,0,0,0.190481788,0,0.016237846,0.005149386,0.016945024,0.039527741,0.076929767,0.16697542,0.112452652,0.06199351,0.001870609,0.009044026,0.094195762,0.142171446,0.165259011,0,0.351952726,0.009932773,0.014935065,0.029693565,0.145392857,0.084717262,0.123609524,0,0.233071561,0.004107843,0.004710956,0.005438257,0.081405449,0.040646368,0.07214359,0.543384835,0.148420169,0.007519864,0.46863989,0.762846154,0.188343195,0.293383088,0.107483278,0.053563483,0.728482688,0.152958747,0.002101335,0.058220837,0.105807692,0.106502301,0.149584309,0.079303233,0.01054786,0.276467138,0.038519504,0.14337963,0.000573533,0.005778365,0.009833922,0.007336961,0.04730871,0.018862171,0.05613814,0.239577505,0,0.0003677,0.001884629,0.002081191,0.04609346,0.003144044,0.022083144,0.306134259,0.013607843,0.114560606,0.143150149,0.427802083,0.173055556,0.236783333,0.008660678,0.075870149,0.032191698,0.005835802,0.098714209,0.255259371,0.03742035,0.109219185,0,0.170609889,0.01230443,0.001444139,0.007400267,0.3434375,0.016621506,0.206137124,0.113829932,0.020023172,1.273756378,2.206115684,0.269735776,0.738569383,0.184870371,0.109964117,0.337385759,0.080269729,1.058389907,4.699020779,0.299332425,0.902103927,0.360281475,0.182064927,0.467921893,0.012904848,1.252951185,4.279908187,0.350525868,0.761234708,0.276467404,0.262140262,0.138616451,0.033017152,1.688377184,6.597055485,0.396591816,1.649663532,0.411410602,0.286666074,0.143323219,0.016088887,1.247177707,5.826602707,0.344034332,1.230002876,0.256275102,0.320950321,0.856012778,0.060106383,0.738999305,0,0.027547378,0.077526176,0.101971429,0.23826944,0.062056605,0.191420555,0.3407138,0.097563624,0.039682599,0.001669168,0.056110172,0.388142491,0.052941665,0.174202493,0,0.7368561,0.245259259,0.000470124,0.00826501,0.029511404,0.013986667,0.568478632,0.075411983,0.101855072,0.346627006,0.248564716,0,0.004746522,0.00497997,0.004,0.332631579,0.028471178,0.233301435,0.20830591,0.017616477,0.032085468,0.016157132,0.309413349,0.058366691,0.112304815,0.002857143,0.197255323,0.035352727,0.005010817,0.073571915,0.251824509,0.032833225,0.275032342,0.170776902,0.016992134,0.051194422,0.096730769,0.287327416,0.112272182,0.641204013,0,0.282008282,0.022231137,0.226483186,0.419430769,0.307445759,0.186305291,0.327458194,0.02150857,0.843450526,0.517734585,0.006926564,0.096337693,0.039473902,0.035788235,0.670087399,0.088004674,0.934736571,0.441205477,0.209458271,0.00591881,0.050640269,0.019496914,0.006734177,0.412176477,0.05747925,0.234739382,0.097391901,0.310672329,0.000266415,0.002425749,0.029661604,0.061229032,0.095586249,0.037358987,0.057736827
8,2,0.033639032,0.259992476,0.001078746,0.086547468,0.05153569,0.034558621,0.130883668,0.148692251,0.280263635,0.200299223,0.042552582,0.003555017,0.047326707,0.083147391,0.157042835,0.280239268,0.585051439,0.307042351,0.000531822,0.003751964,0.029985515,0.034666667,0.105050177,0.089954696,0.186109922,0.295007488,0.011638046,0.169269905,0.541502225,0.11415625,0.320364583,0.258933333,0.018724358,0,0,0.18795909,0,0.005240348,0.005707786,0.012728142,0.012896737,0.049822704,0.2610409,0.144894108,0.054388064,0.000707335,,0.07575942,0.12768421,0.251162545,0,0.282731994,0.007855882,0.006106818,0.007398618,0.095978125,0.052388021,0.204875,0,0.202859686,0.002282989,0.005054054,0.005532739,0.047084459,0.04955518,0.149994595,0.968460415,0.20403253,0.008128004,0.429981988,1.051266667,0.169145299,0.340190622,0.239586957,0.042443231,0.613877801,0.177516447,0.00486297,0.245998825,0.729014706,0.123914027,0.268037696,0.16556266,0.001733334,0.602143029,0.062038074,0.199766082,0.000197581,0.03022842,0.015494511,0.016878276,0.08560137,0.040140864,0.182622343,0.263974693,0,0.005977762,0.000523312,0.011898294,0.068021764,0.002863825,0.161947433,0.308630952,0.015176471,0.165448052,0.420837824,0.244928571,0.196666667,0.443842857,0.020225723,0.153454878,0.016742449,0.006423547,0.05518027,0.185362845,0.028722462,0.259398955,0,0.249719393,0.03783101,0.008193618,0.036100986,0.287961957,0.041809656,0.368468809,0.140427689,0.012785956,1.352322993,3.468106844,0.182100105,0.780614469,0.28189508,0.058810953,0.37315292,0.089051435,2.53853326,3.757686591,0.359332425,1.272586606,0.534850029,0.135424132,0.330593182,0.013815779,1.130647196,5.026152102,0.257290326,0.871850734,0.479638346,0.126441126,0.141707384,0.02588209,1.919288381,7.982003318,0.310582295,1.786731084,0.508122192,0.186017589,0.099788263,0.006432448,1.533610151,6.881829324,0.209845649,1.273829067,0.229314006,0.182700183,0.264321429,0.027865477,0.280305069,0.000847685,0.029346287,0.027623171,0.028374194,0.078715517,0.029880444,0.194327723,0.347152836,0.104599729,0.028266806,0.000116545,0.049749013,0.209157758,0.055089944,0.229022164,0,0.841759857,0.2925,0.00022037,0.012670807,0.087585886,0.149425,0.462532051,0.123765415,0.357934783,0.274966067,0.230354142,0,0.010433754,0.011216562,0.009842857,0.347388393,0.039098639,0.419204545,0.315848361,0.013993551,0.048403621,0.07598408,0.161590841,0.073120161,0.432257474,0.01887218,0.199671956,0.023803306,0.006643762,0.076042467,0.156260428,0.029010883,0.371757336,0.180385661,0.068345571,0.045495126,0.074305263,0.236099865,0.112092684,0.622402746,0,0.369415044,0.033443016,0.282402603,0.5047,0.321794872,0.216779894,0.677735507,0.016658363,0.517996603,0.609803303,0.011026559,0.098300988,0.058001075,0.079117647,0.494141238,0.085913717,1.353833587,0.213405034,0.147344072,0.002600017,0.032912841,0.018686525,0.00696,0.222697944,0.046488935,0.328170659,0.06845419,0.327468679,0.000248992,0.000921628,0.024111846,0.135930612,0.098349396,0.048806768,0.127838552
9,1,0.061662727,0.307530798,0.000509807,0.008774134,0.047539454,0.016851852,0.175625589,0.108303808,0.233297929,0.154763913,0.032167655,0.002265688,0.02470803,0.104914609,0.098626505,0.108039843,0.545289347,0.269365747,0.001055482,0.005360301,0.027575485,0.015452174,0.159654747,0.061137753,0.0594267,0.304807567,0.010909746,0.214024202,0.388856111,0.267760417,0.383038194,0.2005,0.022461279,0,0,0.24991685,0,0.006220421,0.00410423,0.011326335,0.033147275,0.053865465,0.241585323,0.109631655,0.089695292,,0.002719236,0.32891053,0.204781013,0.092640621,0,0.277436108,0.004785467,0.004197861,0.003633055,0.127106618,0.035217525,0.114111765,0,0.240080179,0.00173975,0.004578512,0.003420087,0.084674242,0.034940025,0.067375758,0.608563511,0.195444804,0.006909729,0.150533209,0.14542,0.193476923,0.219185856,0.087756522,0.006266067,0.557319162,0.190466719,0.007197961,0.311319067,0.455166667,0.207025641,0.286169013,0.098043478,0.046388143,0.355450431,0.068645017,0.174678363,0.017452972,0.020670905,0.033695105,0.040430405,0.090607382,0.03637164,0.087806905,0.258621419,0,0.001677877,0.000654916,0.009722475,0.075439509,0.000527124,0.068885491,0.379166667,0.025534118,0.397672727,1.797974414,0.42301,0.450333333,0.407968,0.098044742,0.122592444,0.007980498,0.004863939,0.020227473,0.23322826,0.025910792,0.124550573,0,0.241072347,0.044716098,0.008097001,0.042402374,0.503191964,0.035217283,0.302748447,0.122677922,0.031441104,1.110888193,1.094795902,0.196877652,0.444337774,0.139421437,0.059839199,0.280205753,0.078059607,1.220219885,3.281372949,0.280949137,0.818540099,0.315120253,0.146828604,0,0.029505357,1.094083557,4.933027542,0.233938059,0.806334115,0.276704262,0.25299499,0.176135621,0.021321246,1.202970085,5.977867028,0.24658356,1.239280476,0.319367475,0.229901395,0.105308701,0.023380548,1.503771508,6.828029069,0.375998314,1.61738105,0.330772236,0.334971335,0.599416571,0.056737589,0.685962069,0.003253498,0.031087377,0.084675391,0.134853333,0.192775655,0.070744032,0.176281289,0.193653121,0.080899166,0.022000715,0.000522328,0.010654714,0.237292869,0.047190918,0.084211316,0,0.350580092,0.143080808,0.000304512,0.004014681,0.012232257,0.009890909,0.206013986,0.042984136,0.058893281,0.609449684,0.286695404,0.002072834,0.014116113,0.016437093,0.007773333,0.710041667,0.046349206,0.164666667,0.342152604,0.016737918,0.045666971,0.054251225,0.287588546,0.084517846,0.222460527,0.003174603,0.229621031,0.042198525,0.010524256,0.067278203,0.341185532,0.017032688,0.243064539,0.092933854,0.011263958,0.025056491,0.020664286,0.14168956,0.060160428,0.295621118,0,0.201490701,0.012070792,0.090082763,0.142412121,0.151359751,0.076344587,0.199986825,0.007359685,1.03229105,1.085139785,0.020782758,0.171784323,0.074345281,0.11725,0.795870254,0.100322356,1.169686593,0.260211411,0.203339951,0.002207501,0.037214872,0.02794048,0.030512821,0.341477345,0.063063788,0.303590134,0.086053451,0.360883502,0.00028842,0.001106442,0.027305682,0.031997561,0.058006389,0.022949524,0.050614367
10,2,0.058308004,0.375973925,0.001191757,0.025455296,0.082636143,0.124257143,0.159710851,0.174818908,0.360919181,0.148370899,0.037956892,0.002837708,0.038254906,0.069035464,0.115979846,0.166417593,0.857556888,0.454585297,0.001472171,0.005609415,0.040400749,0.040823529,0.185558005,0.130561791,0.184216931,0.228605675,0.014128047,0.91079898,3.106618012,0.19835,0.613552083,0.27426,0.118977197,0.408870968,0,0.287355719,0,0.010418036,0.006436732,0.032529868,0.02278372,0.061504054,0.286379597,0.155222395,0.063273088,0.000543759,,0.060981493,0.119874288,0.216252183,0,0.212723794,0.004147059,0.005004545,0.004661616,0.041125,0.035825521,0.103755,0,0.295929001,0.004227941,0.007698864,0.00854352,0.066203125,0.035110677,0.15555625,0.666398498,0.152839317,0.003138261,0.459535142,1.139366667,0.106717949,0.272563571,0.126115942,0.052695403,0.570590058,0.270563501,0.00198803,0.06029917,0.053481481,0.094216524,0.18223451,0.164500805,0.002398828,0.56361328,0.052690864,0.223006536,0.000220826,0.010762063,0.015005156,0.016458146,0.053223793,0.029150395,0.126000464,0.232862474,0,0.005156695,0.002301305,0.005577351,0.036431098,0.000596203,0.101756875,0.318009259,0.009752941,0.154757576,0.406466978,0.220341667,0.129208333,0.417053333,0.025482943,0.189853975,0.03152608,0.008208765,0.097771871,0.233438121,0.042046461,0.283223662,0,0.316666422,0.028802369,0.002213521,0.026135965,0.2803625,0.036507937,0.51126087,0.098260435,0.006934562,0.748446129,2.044075052,0.073946855,0.448871687,0.109906256,0.043331398,0.304372525,0.05427897,1.50900254,3.709547818,0.196081484,0.774721787,0.377331599,0.092433857,0.319032346,0.010461467,1.274058465,5.14267137,0.27127681,0.810614313,0.577130579,0.154350154,0.152119469,0.011891771,0.94800206,6.431803961,0.151375474,1.060898542,0.291060198,0.125255397,0.102356803,0.010280972,1.2360837,4.472388499,0.198166395,0.940972405,0.196712984,0.150104498,0.491528855,0.035638298,0.371061247,0.003128363,0.087962837,0.060960642,0.08761,0.129582961,0.050653424,0.232938603,0.309280205,0.106904469,,0.000387287,,0.207213508,0.078451124,0.324234694,0,0.377976506,0.29479798,0.002062133,0.026301525,0.014119147,0.009827273,0.152867133,0.046332583,0.15083004,0.307792542,0.22052556,0,0.00319666,0.006869007,0.007083333,0.205338542,0.028809524,0.325056818,0.682045544,0.002074125,0.060985194,0.122279566,0.185984735,0.085248927,0.515170141,0.007983193,0.231632934,0.01937168,0.003081638,0.077149793,0.103611227,0.022031644,0.381249524,0.143730819,0.023473231,0.069156169,0.096808333,0.217200855,0.12886973,0.716539855,0.007524806,0.594344628,0.077725404,0.53344326,0.806661538,0.545290927,0.353354629,0.800986622,0.039136975,0.452019337,0.529276054,0.007264754,0.066396328,0.047075669,0.052755556,0.325101542,0.072631701,1.041412364,0.424708229,0.315710275,0.010130455,0.033654399,0.031822859,0.02006087,0.287993553,0.070910703,0.426490992,0.072477694,0.340513293,6.0549E-06,0.000830555,0.019822555,0.01676129,0.053745958,0.022637978,0.072188292
11,1,0.053609422,0.275959371,0.000625673,0.012411403,0.044822782,0.021207143,0.161398028,0.097061459,0.172788048,0.177132578,0.037416389,0.003281554,0.026647254,0.110062601,0.097135991,0.090540185,0.801232854,0.295343341,0.000116196,0.006344363,0.032513843,0.021707143,0.18834125,0.069038907,0.061366678,0.260010472,0.009673693,0.436966304,0.710669554,0.220579545,0.356931818,0.13,0.050480957,0,0,0.253885109,0,0.000370967,0.007714394,0.012434024,0.058351414,0.050860241,0.286179388,0.169995683,0.054574589,0.000906116,0.003952763,0.09524112,0.140351386,0.22702863,0,0.247123839,0.004565611,0.006449883,0.005338376,0.164839744,0.056338141,0.064333333,0,0.190374877,0.006963434,0.0084914,0.008572005,0.104283784,0.040256194,0.061648649,0.788137293,0.159939398,0.007078164,0.467041709,0.514810811,0.195738046,0.294914034,0.08726792,0.027155438,0.905846478,0.178891999,0.002110901,0.130947223,0.358459459,0.126562717,0.189997375,0.108619271,0.019145064,0.669518234,0.062895693,0.168184282,0.002136443,0.032522097,0.016027424,0.009624707,0.137208754,0.028482909,0.092378324,0.220232086,0,0.006292061,9.48725E-05,0.006182824,0.049404501,0.024239963,0.048837025,0.23880719,0.011020761,0.096668449,0.188481679,0.268595588,0.123223039,0.234611765,0,0.138738069,,0.008422806,,0.29928733,,0.181832983,0,0.227659615,0.04188365,0.006472492,0.029834283,0.405571429,0.019352033,0.164745342,0.098260435,0,0.648314162,2.177641152,0.168715884,0.533300379,0.179330636,0.104293199,0.215374066,0.084878067,1.351577751,4.211535472,0.23982743,0.943422962,0.297819949,0.20960085,0.234486439,0.038856877,1.171046627,4.533702359,0.21638169,0.76710006,0.220111746,0.236565237,0.200514363,0.031167321,2.063154833,8.350795245,0.322380913,1.729850267,0.394808825,0.375963598,0.015652174,0.007824611,1.447573827,5.017137293,0.217200242,1.006379246,0.199516119,0.271085112,1.058309197,0.046941489,0.598154755,0.003597617,0.005415089,0.089303485,0.082475,0.296927079,0.05704391,0.154295667,0.600995164,0.135034113,0.019487672,0.001748172,0.00745553,0.44361034,0.054328847,0.134470455,0,0.430798886,0.132452107,0.000603866,0.004686228,0.009347513,0.003572414,0.190981432,0.033756449,0.034527736,0.475612982,0.269333209,0,0.006345207,0.010123617,0.005154545,0.452397727,0.03474026,0.229669421,0.051441358,0.027635679,0.016271139,0.000430371,0.093714457,0.075581869,0,0.007823129,0.177577018,0.019788076,0.005138317,0.051601474,0.283729767,0.015376013,0.23623483,0.193375959,0.019808706,0.09118026,0.112035294,0.373453997,0.151279763,0.493324808,0,0.270411792,0.023794577,0.262403113,0.363518519,0.320560304,0.189762774,0.295378422,0.017805824,0.283003411,0.638892423,0.010848619,0.066763883,0.034765013,0.058304348,0.271899657,0.042273688,0.502335507,0.492060732,0.273112658,0.004398188,0.033919208,0.038252021,0.037291139,0.297358419,0.075609697,0.237909908,0.066972921,0.218672657,0.000577325,0.007830051,0.01468586,0.020590909,0.042014323,0.013900109,0.031118
