subject_id,compound,region,value,unit
58,DA,VL,6.51418,ng/mg
61,DA,VL,6.53991,ng/mg
66,DA,VL,8.61508,ng/mg
69,DA,VL,4.64735,ng/mg
2,DA,DL,2.57082,ng/mg
5,DA,DL,2.37482,ng/mg
7,DA,DL,5.8266,ng/mg
9,DA,DL,6.82803,ng/mg
11,DA,DL,5.01714,ng/mg
17,DA,DL,4.29539,ng/mg
20,DA,DL,4.70589,ng/mg
28,DA,DL,5.25631,ng/mg
32,DA,DL,4.28511,ng/mg
59,DA,DL,5.42992,ng/mg
67,DA,DL,6.06448,ng/mg
16,DA,DL,4.87727,ng/mg
18,DA,DL,7.18718,ng/mg
19,DA,DL,3.37134,ng/mg
22,DA,DL,5.17065,ng/mg
27,DA,DL,5.99571,ng/mg
30,DA,DL,5.49351,ng/mg
37,DA,DL,6.50661,ng/mg
39,DA,DL,4.19409,ng/mg
46,DA,DL,5.03478,ng/mg
53,DA,DL,4.7408,ng/mg
55,DA,DL,4.34874,ng/mg
23,DA,DL,6.36435,ng/mg
24,DA,DL,6.22799,ng/mg
31,DA,DL,6.27794,ng/mg
36,DA,DL,4.13195,ng/mg
38,DA,DL,8.14454,ng/mg
40,DA,DL,4.41088,ng/mg
44,DA,DL,5.63694,ng/mg
50,DA,DL,4.64543,ng/mg
51,DA,DL,6.21332,ng/mg
57,DA,DL,5.08357,ng/mg
21,DA,DL,7.1035,ng/mg
25,DA,DL,3.89225,ng/mg
35,DA,DL,4.10678,ng/mg
41,DA,DL,6.28416,ng/mg
45,DA,DL,5.05248,ng/mg
49,DA,DL,7.68707,ng/mg
52,DA,DL,6.24529,ng/mg
58,DA,DL,6.48973,ng/mg
61,DA,DL,4.99117,ng/mg
66,DA,DL,6.46483,ng/mg
69,DA,DL,7.24491,ng/mg
2,DA,MD,0.02342,ng/mg
5,DA,MD,0.01639,ng/mg
7,DA,MD,0.10197,ng/mg
9,DA,MD,0.13485,ng/mg
11,DA,MD,0.08247,ng/mg
17,DA,MD,0.01779,ng/mg
20,DA,MD,0.02615,ng/mg
28,DA,MD,0.06856,ng/mg
32,DA,MD,0.02479,ng/mg
59,DA,MD,0.07058,ng/mg
67,DA,MD,0.03592,ng/mg
16,DA,MD,0.02904,ng/mg
18,DA,MD,0.0817,ng/mg
19,DA,MD,0.04158,ng/mg
22,DA,MD,0.04433,ng/mg
27,DA,MD,0.04724,ng/mg
30,DA,MD,0.04682,ng/mg
37,DA,MD,0.04707,ng/mg
39,DA,MD,0.02819,ng/mg
46,DA,MD,0.0504,ng/mg
53,DA,MD,0.13163,ng/mg
55,DA,MD,0.06318,ng/mg
23,DA,MD,0.10292,ng/mg
24,DA,MD,0.02399,ng/mg
31,DA,MD,0.02461,ng/mg
36,DA,MD,0.0297,ng/mg
38,DA,MD,0.03718,ng/mg
40,DA,MD,0.07411,ng/mg
44,DA,MD,0.3709,ng/mg
50,DA,MD,0.04667,ng/mg
51,DA,MD,0.08798,ng/mg
57,DA,MD,0.03616,ng/mg
21,DA,MD,0.012,ng/mg
25,DA,MD,0.02896,ng/mg
35,DA,MD,0.01278,ng/mg
41,DA,MD,0.05801,ng/mg
45,DA,MD,0.06225,ng/mg
49,DA,MD,0.04887,ng/mg
52,DA,MD,0.02498,ng/mg
58,DA,MD,0.08038,ng/mg
61,DA,MD,0.03594,ng/mg
66,DA,MD,0.03984,ng/mg
69,DA,MD,0.04412,ng/mg
2,DA,VPR,0.00162,ng/mg
5,DA,VPR,0.00168,ng/mg
7,DA,VPR,0.05611,ng/mg
9,DA,VPR,0.01065,ng/mg
11,DA,VPR,0.00746,ng/mg
17,DA,VPR,0.00182,ng/mg
20,DA,VPR,0.0093,ng/mg
28,DA,VPR,0.0289,ng/mg
32,DA,VPR,0.10099,ng/mg
59,DA,VPR,,ng/mg
67,DA,VPR,0.0108,ng/mg
16,DA,VPR,0.00762,ng/mg
18,DA,VPR,0.01332,ng/mg
19,DA,VPR,0.00577,ng/mg
22,DA,VPR,0.06845,ng/mg
27,DA,VPR,0.00792,ng/mg
30,DA,VPR,0.00374,ng/mg
37,DA,VPR,,ng/mg
39,DA,VPR,0.01343,ng/mg
46,DA,VPR,0.00131,ng/mg
53,DA,VPR,0.03516,ng/mg
55,DA,VPR,0.00575,ng/mg
23,DA,VPR,0.00836,ng/mg
24,DA,VPR,,ng/mg
31,DA,VPR,0.00687,ng/mg
36,DA,VPR,0.00219,ng/mg
38,DA,VPR,0.13636,ng/mg
40,DA,VPR,0.00738,ng/mg
44,DA,VPR,0.00493,ng/mg
50,DA,VPR,0.0144,ng/mg
51,DA,VPR,0.03,ng/mg
57,DA,VPR,0.00444,ng/mg
21,DA,VPR,0.01765,ng/mg
25,DA,VPR,0.00485,ng/mg
35,DA,VPR,0.00494,ng/mg
41,DA,VPR,0.03944,ng/mg
45,DA,VPR,0.04045,ng/mg
49,DA,VPR,0.01114,ng/mg
52,DA,VPR,0.00693,ng/mg
58,DA,VPR,0.00682,ng/mg
61,DA,VPR,0.00629,ng/mg
66,DA,VPR,0.00872,ng/mg
69,DA,VPR,0.01433,ng/mg
2,DA,VPL,0.00309,ng/mg
5,DA,VPL,0.00279,ng/mg
7,DA,VPL,0.01399,ng/mg
9,DA,VPL,0.00989,ng/mg
11,DA,VPL,0.00357,ng/mg
17,DA,VPL,0.00191,ng/mg
20,DA,VPL,0.00239,ng/mg
28,DA,VPL,0.0171,ng/mg
32,DA,VPL,0.00459,ng/mg
59,DA,VPL,0.04039,ng/mg
67,DA,VPL,0.00893,ng/mg
16,DA,VPL,0.00976,ng/mg
18,DA,VPL,0.01,ng/mg
19,DA,VPL,0.00484,ng/mg
22,DA,VPL,0.10233,ng/mg
27,DA,VPL,0.00282,ng/mg
30,DA,VPL,0.02123,ng/mg
37,DA,VPL,0.03096,ng/mg
39,DA,VPL,0.00613,ng/mg
46,DA,VPL,0.00649,ng/mg
53,DA,VPL,0.03222,ng/mg
55,DA,VPL,0.00847,ng/mg
23,DA,VPL,0.00809,ng/mg
24,DA,VPL,0.00682,ng/mg
31,DA,VPL,0.04983,ng/mg
36,DA,VPL,0.00418,ng/mg
38,DA,VPL,0.00607,ng/mg
40,DA,VPL,0.0177,ng/mg
44,DA,VPL,0.0309,ng/mg
50,DA,VPL,0.00971,ng/mg
51,DA,VPL,0.01433,ng/mg
57,DA,VPL,0.02131,ng/mg
21,DA,VPL,0.03496,ng/mg
25,DA,VPL,0.00309,ng/mg
35,DA,VPL,0.00456,ng/mg
41,DA,VPL,0.01391,ng/mg
45,DA,VPL,0.01103,ng/mg
49,DA,VPL,0.10034,ng/mg
52,DA,VPL,0.00389,ng/mg
58,DA,VPL,0.01313,ng/mg
61,DA,VPL,0.0003,ng/mg
66,DA,VPL,0.01429,ng/mg
69,DA,VPL,0.02489,ng/mg
2,DA,DLG,0.00711,ng/mg
5,DA,DLG,0.00085,ng/mg
7,DA,DLG,0.004,ng/mg
9,DA,DLG,0.00777,ng/mg
11,DA,DLG,0.00515,ng/mg
17,DA,DLG,0.00076,ng/mg
20,DA,DLG,0.00402,ng/mg
28,DA,DLG,0.00628,ng/mg
32,DA,DLG,0.00447,ng/mg
59,DA,DLG,0.00497,ng/mg
67,DA,DLG,0.00461,ng/mg
16,DA,DLG,0.00607,ng/mg
18,DA,DLG,0.00801,ng/mg
19,DA,DLG,0.0058,ng/mg
22,DA,DLG,0.01286,ng/mg
27,DA,DLG,0.00155,ng/mg
30,DA,DLG,0.0063,ng/mg
37,DA,DLG,0.0072,ng/mg
39,DA,DLG,0.00221,ng/mg
46,DA,DLG,0.05145,ng/mg
53,DA,DLG,0.00517,ng/mg
55,DA,DLG,0.00786,ng/mg
23,DA,DLG,0.00357,ng/mg
24,DA,DLG,0.00722,ng/mg
31,DA,DLG,0.0049,ng/mg
36,DA,DLG,0.001,ng/mg
38,DA,DLG,0.00439,ng/mg
40,DA,DLG,0.00937,ng/mg
44,DA,DLG,0.00657,ng/mg
50,DA,DLG,0.00075,ng/mg
51,DA,DLG,0.00473,ng/mg
57,DA,DLG,0.00349,ng/mg
21,DA,DLG,0.01131,ng/mg
25,DA,DLG,0.00134,ng/mg
35,DA,DLG,0.00183,ng/mg
41,DA,DLG,0.00962,ng/mg
45,DA,DLG,0.01202,ng/mg
49,DA,DLG,0.00884,ng/mg
52,DA,DLG,0.00262,ng/mg
58,DA,DLG,0.00399,ng/mg
61,DA,DLG,0.00577,ng/mg
66,DA,DLG,0.00579,ng/mg
69,DA,DLG,0.00662,ng/mg
2,DA,SC,0.01032,ng/mg
5,DA,SC,0.03089,ng/mg
7,DA,SC,0.07357,ng/mg
9,DA,SC,0.06728,ng/mg
11,DA,SC,0.0516,ng/mg
17,DA,SC,0.02523,ng/mg
20,DA,SC,0.02371,ng/mg
28,DA,SC,0.03437,ng/mg
32,DA,SC,0.04836,ng/mg
59,DA,SC,,ng/mg
67,DA,SC,0.05874,ng/mg
16,DA,SC,0.07826,ng/mg
18,DA,SC,0.05063,ng/mg
19,DA,SC,0.05219,ng/mg
22,DA,SC,0.04319,ng/mg
27,DA,SC,0.03788,ng/mg
30,DA,SC,0.08399,ng/mg
37,DA,SC,0.06962,ng/mg
39,DA,SC,0.01415,ng/mg
46,DA,SC,0.05437,ng/mg
53,DA,SC,0.06039,ng/mg
55,DA,SC,0.04933,ng/mg
23,DA,SC,0.06562,ng/mg
24,DA,SC,0.14381,ng/mg
31,DA,SC,0.0549,ng/mg
36,DA,SC,0.03234,ng/mg
38,DA,SC,0.03964,ng/mg
40,DA,SC,0.19326,ng/mg
44,DA,SC,0.03854,ng/mg
50,DA,SC,0.02096,ng/mg
51,DA,SC,0.05618,ng/mg
57,DA,SC,0.08861,ng/mg
21,DA,SC,0.05549,ng/mg
25,DA,SC,0.05708,ng/mg
35,DA,SC,0.04835,ng/mg
41,DA,SC,0.05591,ng/mg
45,DA,SC,0.03584,ng/mg
49,DA,SC,0.05331,ng/mg
52,DA,SC,0.04298,ng/mg
58,DA,SC,0.06457,ng/mg
61,DA,SC,0.09284,ng/mg
66,DA,SC,0.05928,ng/mg
69,DA,SC,0.04696,ng/mg
2,DA,SN,0.12764,ng/mg
5,DA,SN,0.19546,ng/mg
7,DA,SN,0.09673,ng/mg
9,DA,SN,0.02066,ng/mg
11,DA,SN,0.11204,ng/mg
17,DA,SN,0.21408,ng/mg
20,DA,SN,0.0901,ng/mg
28,DA,SN,0.34221,ng/mg
32,DA,SN,0.08054,ng/mg
59,DA,SN,0.07166,ng/mg
67,DA,SN,0.07429,ng/mg
16,DA,SN,0.10441,ng/mg
18,DA,SN,0.10001,ng/mg
19,DA,SN,0.09018,ng/mg
22,DA,SN,0.136,ng/mg
27,DA,SN,0.21008,ng/mg
30,DA,SN,0.09566,ng/mg
37,DA,SN,0.44766,ng/mg
39,DA,SN,0.12539,ng/mg
46,DA,SN,0.09853,ng/mg
53,DA,SN,0.08016,ng/mg
55,DA,SN,0.1377,ng/mg
23,DA,SN,0.11476,ng/mg
24,DA,SN,0.15153,ng/mg
31,DA,SN,0.01559,ng/mg
36,DA,SN,0.09701,ng/mg
38,DA,SN,0.0543,ng/mg
40,DA,SN,0.1462,ng/mg
44,DA,SN,0.26858,ng/mg
50,DA,SN,0.07405,ng/mg
51,DA,SN,0.09121,ng/mg
57,DA,SN,0.19754,ng/mg
21,DA,SN,0.0869,ng/mg
25,DA,SN,0.07468,ng/mg
35,DA,SN,0.28579,ng/mg
41,DA,SN,0.16264,ng/mg
45,DA,SN,0.07847,ng/mg
49,DA,SN,0.06179,ng/mg
52,DA,SN,0.11058,ng/mg
58,DA,SN,0.31428,ng/mg
61,DA,SN,0.16152,ng/mg
66,DA,SN,0.16224,ng/mg
69,DA,SN,0.12356,ng/mg
2,DA,VTA,0.06674,ng/mg
5,DA,VTA,0.15623,ng/mg
7,DA,VTA,0.41943,ng/mg
9,DA,VTA,0.14241,ng/mg
11,DA,VTA,0.36352,ng/mg
17,DA,VTA,0.16871,ng/mg
20,DA,VTA,0.23262,ng/mg
28,DA,VTA,0.29939,ng/mg
32,DA,VTA,0.40567,ng/mg
59,DA,VTA,0.19254,ng/mg
67,DA,VTA,0.66457,ng/mg
16,DA,VTA,0.34064,ng/mg
18,DA,VTA,0.41821,ng/mg
19,DA,VTA,0.1262,ng/mg
22,DA,VTA,0.27933,ng/mg
27,DA,VTA,0.20359,ng/mg
30,DA,VTA,0.71727,ng/mg
37,DA,VTA,0.32079,ng/mg
39,DA,VTA,0.18407,ng/mg
46,DA,VTA,0.32634,ng/mg
53,DA,VTA,0.19152,ng/mg
55,DA,VTA,0.78734,ng/mg
23,DA,VTA,0.03873,ng/mg
24,DA,VTA,0.34048,ng/mg
31,DA,VTA,0.17724,ng/mg
36,DA,VTA,0.15533,ng/mg
38,DA,VTA,0.42656,ng/mg
40,DA,VTA,0.12244,ng/mg
44,DA,VTA,0.17548,ng/mg
50,DA,VTA,0.30179,ng/mg
51,DA,VTA,0.31966,ng/mg
57,DA,VTA,0.29615,ng/mg
21,DA,VTA,0.17908,ng/mg
25,DA,VTA,0.41082,ng/mg
35,DA,VTA,0.14011,ng/mg
41,DA,VTA,0.61749,ng/mg
45,DA,VTA,0.25552,ng/mg
49,DA,VTA,0.58056,ng/mg
52,DA,VTA,0.36953,ng/mg
58,DA,VTA,0.47971,ng/mg
61,DA,VTA,0.59624,ng/mg
66,DA,VTA,0.40788,ng/mg
69,DA,VTA,0.41146,ng/mg
2,DA,DR,0.00808,ng/mg
5,DA,DR,0.02183,ng/mg
7,DA,DR,0.03579,ng/mg
9,DA,DR,0.11725,ng/mg
11,DA,DR,0.0583,ng/mg
17,DA,DR,0.05677,ng/mg
20,DA,DR,0.03473,ng/mg
28,DA,DR,0.06211,ng/mg
32,DA,DR,0.0928,ng/mg
59,DA,DR,0.03594,ng/mg
67,DA,DR,0.04834,ng/mg
16,DA,DR,0.05094,ng/mg
18,DA,DR,0.07501,ng/mg
19,DA,DR,0.0881,ng/mg
22,DA,DR,0.04347,ng/mg
27,DA,DR,0.0518,ng/mg
30,DA,DR,0.07791,ng/mg
37,DA,DR,0.117,ng/mg
39,DA,DR,0.08453,ng/mg
46,DA,DR,0.00844,ng/mg
53,DA,DR,0.07412,ng/mg
55,DA,DR,0.07007,ng/mg
23,DA,DR,0.09913,ng/mg
24,DA,DR,0.08917,ng/mg
31,DA,DR,0.05971,ng/mg
36,DA,DR,0.06222,ng/mg
38,DA,DR,0.04484,ng/mg
40,DA,DR,0.04996,ng/mg
44,DA,DR,0.03814,ng/mg
50,DA,DR,0.02467,ng/mg
51,DA,DR,0.04566,ng/mg
57,DA,DR,0.05717,ng/mg
21,DA,DR,0.03856,ng/mg
25,DA,DR,0.0557,ng/mg
35,DA,DR,0.07776,ng/mg
41,DA,DR,0.09502,ng/mg
45,DA,DR,0.0507,ng/mg
49,DA,DR,0.06485,ng/mg
52,DA,DR,0.04083,ng/mg
58,DA,DR,0.04097,ng/mg
61,DA,DR,0.04526,ng/mg
66,DA,DR,0.0445,ng/mg
69,DA,DR,0.09383,ng/mg
2,DA,MR,0.00166,ng/mg
5,DA,MR,0.00398,ng/mg
7,DA,MR,0.00673,ng/mg
9,DA,MR,0.03051,ng/mg
11,DA,MR,0.03729,ng/mg
17,DA,MR,0.00923,ng/mg
20,DA,MR,0.00513,ng/mg
28,DA,MR,0.01835,ng/mg
32,DA,MR,0.09948,ng/mg
59,DA,MR,0.02168,ng/mg
67,DA,MR,0.02567,ng/mg
16,DA,MR,0.00892,ng/mg
18,DA,MR,0.05717,ng/mg
19,DA,MR,0.01456,ng/mg
22,DA,MR,,ng/mg
27,DA,MR,0.17044,ng/mg
30,DA,MR,0.01324,ng/mg
37,DA,MR,0.04681,ng/mg
39,DA,MR,0.00954,ng/mg
46,DA,MR,0.00793,ng/mg
53,DA,MR,0.03311,ng/mg
55,DA,MR,0.0116,ng/mg
23,DA,MR,0.08925,ng/mg
24,DA,MR,0.14576,ng/mg
31,DA,MR,0.04938,ng/mg
36,DA,MR,0.00759,ng/mg
38,DA,MR,0.04002,ng/mg
40,DA,MR,0.00629,ng/mg
44,DA,MR,0.08239,ng/mg
50,DA,MR,0.00482,ng/mg
51,DA,MR,0.01245,ng/mg
57,DA,MR,0.01372,ng/mg
21,DA,MR,0.09247,ng/mg
25,DA,MR,0.00875,ng/mg
35,DA,MR,0.00684,ng/mg
41,DA,MR,0.0352,ng/mg
45,DA,MR,0.00903,ng/mg
49,DA,MR,0.00823,ng/mg
52,DA,MR,0.00886,ng/mg
58,DA,MR,0.00972,ng/mg
61,DA,MR,0.00566,ng/mg
66,DA,MR,0.00902,ng/mg
69,DA,MR,0.0442,ng/mg
2,DA,CB,0.01242,ng/mg
5,DA,CB,0.01144,ng/mg
7,DA,CB,0.06123,ng/mg
9,DA,CB,0.032,ng/mg
11,DA,CB,0.02059,ng/mg
17,DA,CB,0.01257,ng/mg
20,DA,CB,0.04671,ng/mg
28,DA,CB,0.02233,ng/mg
32,DA,CB,0.05471,ng/mg
59,DA,CB,0.05418,ng/mg
67,DA,CB,0.0565,ng/mg
16,DA,CB,0.0865,ng/mg
18,DA,CB,0.01169,ng/mg
19,DA,CB,0.02256,ng/mg
22,DA,CB,0.0196,ng/mg
27,DA,CB,0.04489,ng/mg
30,DA,CB,0.25735,ng/mg
37,DA,CB,0.28696,ng/mg
39,DA,CB,0.02542,ng/mg
46,DA,CB,0.03236,ng/mg
53,DA,CB,0.3063,ng/mg
55,DA,CB,0.03773,ng/mg
23,DA,CB,0.01188,ng/mg
24,DA,CB,0.06633,ng/mg
31,DA,CB,0.01875,ng/mg
36,DA,CB,0.0357,ng/mg
38,DA,CB,0.02685,ng/mg
40,DA,CB,0.06258,ng/mg
44,DA,CB,0.05857,ng/mg
50,DA,CB,0.03925,ng/mg
51,DA,CB,0.06895,ng/mg
57,DA,CB,0.05245,ng/mg
21,DA,CB,0.1018,ng/mg
25,DA,CB,0.02184,ng/mg
35,DA,CB,0.01006,ng/mg
41,DA,CB,0.02164,ng/mg
45,DA,CB,0.01384,ng/mg
49,DA,CB,0.01637,ng/mg
52,DA,CB,0.01722,ng/mg
58,DA,CB,0.0397,ng/mg
61,DA,CB,0.05436,ng/mg
66,DA,CB,0.02946,ng/mg
69,DA,CB,0.01559,ng/mg
2,DA,HY,0.01589,ng/mg
5,DA,HY,0.00657,ng/mg
7,DA,HY,0.01616,ng/mg
9,DA,HY,0.05425,ng/mg
11,DA,HY,0.00043,ng/mg
17,DA,HY,0.00865,ng/mg
20,DA,HY,0.02658,ng/mg
28,DA,HY,0.06312,ng/mg
32,DA,HY,0.08805,ng/mg
59,DA,HY,0.16922,ng/mg
67,DA,HY,0.06002,ng/mg
16,DA,HY,0.21894,ng/mg
18,DA,HY,0.04562,ng/mg
19,DA,HY,0.03749,ng/mg
22,DA,HY,0.0743,ng/mg
27,DA,HY,0.03521,ng/mg
30,DA,HY,0.55305,ng/mg
37,DA,HY,0.14472,ng/mg
39,DA,HY,0.03125,ng/mg
46,DA,HY,0.04743,ng/mg
53,DA,HY,0.07009,ng/mg
55,DA,HY,0.20445,ng/mg
23,DA,HY,0.05457,ng/mg
24,DA,HY,0.10151,ng/mg
31,DA,HY,0.24331,ng/mg
36,DA,HY,0.10597,ng/mg
38,DA,HY,0.04553,ng/mg
40,DA,HY,0.08233,ng/mg
44,DA,HY,0.01832,ng/mg
50,DA,HY,0.00857,ng/mg
51,DA,HY,0.05653,ng/mg
57,DA,HY,0.07229,ng/mg
21,DA,HY,0.06206,ng/mg
25,DA,HY,0.06749,ng/mg
35,DA,HY,0.03898,ng/mg
41,DA,HY,0.10228,ng/mg
45,DA,HY,0.15732,ng/mg
49,DA,HY,0.08799,ng/mg
52,DA,HY,0.03081,ng/mg
58,DA,HY,0.05594,ng/mg
61,DA,HY,0.04455,ng/mg
66,DA,HY,0.12528,ng/mg
69,DA,HY,0.19118,ng/mg
2,5HT,OF,0.04258,ng/mg
5,5HT,OF,0.02932,ng/mg
7,5HT,OF,0.11419,ng/mg
9,5HT,OF,0.2333,ng/mg
11,5HT,OF,0.17279,ng/mg
17,5HT,OF,0.07453,ng/mg
20,5HT,OF,0.11502,ng/mg
28,5HT,OF,0.14927,ng/mg
32,5HT,OF,0.20994,ng/mg
59,5HT,OF,0.23039,ng/mg
67,5HT,OF,0.1405,ng/mg
16,5HT,OF,0.29916,ng/mg
18,5HT,OF,0.17882,ng/mg
19,5HT,OF,0.08068,ng/mg
22,5HT,OF,0.20118,ng/mg
27,5HT,OF,0.09925,ng/mg
30,5HT,OF,0.11012,ng/mg
37,5HT,OF,0.23452,ng/mg
39,5HT,OF,0.11546,ng/mg
46,5HT,OF,0.10719,ng/mg
53,5HT,OF,0.26371,ng/mg
55,5HT,OF,0.17532,ng/mg
23,5HT,OF,0.11047,ng/mg
24,5HT,OF,0.21861,ng/mg
31,5HT,OF,0.14971,ng/mg
36,5HT,OF,0.04464,ng/mg
38,5HT,OF,0.23446,ng/mg
40,5HT,OF,0.19581,ng/mg
44,5HT,OF,0.18961,ng/mg
50,5HT,OF,0.03619,ng/mg
51,5HT,OF,0.13714,ng/mg
57,5HT,OF,0.13893,ng/mg
21,5HT,OF,0.19414,ng/mg
25,5HT,OF,0.11422,ng/mg
35,5HT,OF,0.076,ng/mg
41,5HT,OF,0.17807,ng/mg
45,5HT,OF,0.18253,ng/mg
49,5HT,OF,0.18899,ng/mg
52,5HT,OF,0.08595,ng/mg
58,5HT,OF,0.1059,ng/mg
61,5HT,OF,0.21948,ng/mg
66,5HT,OF,0.21505,ng/mg
69,5HT,OF,0.29836,ng/mg
2,5HT,PL,0.02188,ng/mg
5,5HT,PL,0.05163,ng/mg
7,5HT,PL,0.17575,ng/mg
9,5HT,PL,0.10804,ng/mg
11,5HT,PL,0.09054,ng/mg
17,5HT,PL,0.04302,ng/mg
20,5HT,PL,0.08137,ng/mg
28,5HT,PL,0.10001,ng/mg
32,5HT,PL,0.13252,ng/mg
59,5HT,PL,0.15621,ng/mg
67,5HT,PL,0.10627,ng/mg
16,5HT,PL,0.26576,ng/mg
18,5HT,PL,0.15593,ng/mg
19,5HT,PL,0.08152,ng/mg
22,5HT,PL,0.16876,ng/mg
27,5HT,PL,0.19095,ng/mg
30,5HT,PL,0.1277,ng/mg
37,5HT,PL,0.21694,ng/mg
39,5HT,PL,0.09091,ng/mg
46,5HT,PL,0.2401,ng/mg
53,5HT,PL,0.19831,ng/mg
55,5HT,PL,0.11734,ng/mg
23,5HT,PL,0.09453,ng/mg
24,5HT,PL,0.18018,ng/mg
31,5HT,PL,0.09717,ng/mg
36,5HT,PL,0.06773,ng/mg
38,5HT,PL,0.12885,ng/mg
40,5HT,PL,0.15382,ng/mg
44,5HT,PL,0.12168,ng/mg
50,5HT,PL,0.09025,ng/mg
51,5HT,PL,0.10076,ng/mg
57,5HT,PL,0.12143,ng/mg
21,5HT,PL,0.26145,ng/mg
25,5HT,PL,0.1453,ng/mg
35,5HT,PL,0.04526,ng/mg
41,5HT,PL,0.17604,ng/mg
45,5HT,PL,0.1167,ng/mg
49,5HT,PL,0.21465,ng/mg
52,5HT,PL,0.1052,ng/mg
58,5HT,PL,0.15504,ng/mg
61,5HT,PL,0.15719,ng/mg
66,5HT,PL,0.14991,ng/mg
69,5HT,PL,0.23332,ng/mg
2,5HT,aCC,0.02031,ng/mg
5,5HT,aCC,0.04101,ng/mg
7,5HT,aCC,0.05732,ng/mg
9,5HT,aCC,0.05943,ng/mg
11,5HT,aCC,0.06137,ng/mg
17,5HT,aCC,0.01324,ng/mg
20,5HT,aCC,0.05369,ng/mg
28,5HT,aCC,0.04938,ng/mg
32,5HT,aCC,0.07287,ng/mg
59,5HT,aCC,0.06219,ng/mg
67,5HT,aCC,0.08572,ng/mg
16,5HT,aCC,0.14767,ng/mg
18,5HT,aCC,0.10508,ng/mg
19,5HT,aCC,0.09854,ng/mg
22,5HT,aCC,0.10589,ng/mg
27,5HT,aCC,0.13246,ng/mg
30,5HT,aCC,0.10153,ng/mg
37,5HT,aCC,0.15316,ng/mg
39,5HT,aCC,0.10514,ng/mg
46,5HT,aCC,0.13298,ng/mg
53,5HT,aCC,0.14319,ng/mg
55,5HT,aCC,0.08189,ng/mg
23,5HT,aCC,0.07184,ng/mg
24,5HT,aCC,0.07564,ng/mg
31,5HT,aCC,0.03361,ng/mg
36,5HT,aCC,0.09484,ng/mg
38,5HT,aCC,0.08762,ng/mg
40,5HT,aCC,0.08331,ng/mg
44,5HT,aCC,0.08154,ng/mg
50,5HT,aCC,0.0898,ng/mg
51,5HT,aCC,0.0729,ng/mg
57,5HT,aCC,0.05372,ng/mg
21,5HT,aCC,0.10729,ng/mg
25,5HT,aCC,0.09233,ng/mg
35,5HT,aCC,0.05649,ng/mg
41,5HT,aCC,0.11799,ng/mg
45,5HT,aCC,0.08835,ng/mg
49,5HT,aCC,0.09572,ng/mg
52,5HT,aCC,0.15467,ng/mg
58,5HT,aCC,0.05508,ng/mg
61,5HT,aCC,0.0657,ng/mg
66,5HT,aCC,0.11509,ng/mg
69,5HT,aCC,0.17501,ng/mg
2,5HT,IC,0.02027,ng/mg
5,5HT,IC,0.04269,ng/mg
7,5HT,IC,0.18954,ng/mg
9,5HT,IC,0.2005,ng/mg
11,5HT,IC,0.13,ng/mg
17,5HT,IC,0.0507,ng/mg
20,5HT,IC,0.07633,ng/mg
28,5HT,IC,0.20904,ng/mg
32,5HT,IC,0.14282,ng/mg
59,5HT,IC,0.15311,ng/mg
67,5HT,IC,0.14087,ng/mg
16,5HT,IC,0.2443,ng/mg
18,5HT,IC,0.18811,ng/mg
19,5HT,IC,0.18625,ng/mg
22,5HT,IC,0.16914,ng/mg
27,5HT,IC,0.20469,ng/mg
30,5HT,IC,0.23733,ng/mg
37,5HT,IC,0.17775,ng/mg
39,5HT,IC,0.09707,ng/mg
46,5HT,IC,0.12782,ng/mg
53,5HT,IC,0.22088,ng/mg
55,5HT,IC,0.17055,ng/mg
23,5HT,IC,0.14749,ng/mg
24,5HT,IC,0.14029,ng/mg
31,5HT,IC,0.07859,ng/mg
36,5HT,IC,0.0852,ng/mg
38,5HT,IC,0.08357,ng/mg
40,5HT,IC,0.13857,ng/mg
44,5HT,IC,0.1761,ng/mg
50,5HT,IC,0.05793,ng/mg
51,5HT,IC,0.15353,ng/mg
57,5HT,IC,0.1148,ng/mg
21,5HT,IC,0.25238,ng/mg
25,5HT,IC,0.09434,ng/mg
35,5HT,IC,0.10807,ng/mg
41,5HT,IC,0.20648,ng/mg
45,5HT,IC,0.24513,ng/mg
49,5HT,IC,0.17176,ng/mg
52,5HT,IC,0.13178,ng/mg
58,5HT,IC,0.22074,ng/mg
61,5HT,IC,0.15051,ng/mg
66,5HT,IC,0.20318,ng/mg
69,5HT,IC,0.23297,ng/mg
2,5HT,M1,0.04912,ng/mg
5,5HT,M1,0.05904,ng/mg
7,5HT,M1,0.16698,ng/mg
9,5HT,M1,0.24159,ng/mg
11,5HT,M1,0.28618,ng/mg
17,5HT,M1,0.10783,ng/mg
20,5HT,M1,0.17443,ng/mg
28,5HT,M1,,ng/mg
32,5HT,M1,0.19442,ng/mg
59,5HT,M1,0.17612,ng/mg
67,5HT,M1,0.19781,ng/mg
16,5HT,M1,0.24756,ng/mg
18,5HT,M1,0.26561,ng/mg
19,5HT,M1,0.11388,ng/mg
22,5HT,M1,0.2363,ng/mg
27,5HT,M1,0.10166,ng/mg
30,5HT,M1,0.27239,ng/mg
37,5HT,M1,0.31388,ng/mg
39,5HT,M1,0.13478,ng/mg
46,5HT,M1,0.17939,ng/mg
53,5HT,M1,0.20364,ng/mg
55,5HT,M1,0.27663,ng/mg
23,5HT,M1,0.14641,ng/mg
24,5HT,M1,0.2126,ng/mg
