subject_id,compound,region,value,unit
36,5HT,VPL,0.05213,ng/mg
38,5HT,VPL,0.05879,ng/mg
40,5HT,VPL,0.08853,ng/mg
44,5HT,VPL,0.07257,ng/mg
50,5HT,VPL,0.05166,ng/mg
51,5HT,VPL,0.03279,ng/mg
57,5HT,VPL,0.09682,ng/mg
21,5HT,VPL,0.26368,ng/mg
25,5HT,VPL,0.07745,ng/mg
35,5HT,VPL,0.05003,ng/mg
41,5HT,VPL,0.18519,ng/mg
45,5HT,VPL,0.20676,ng/mg
49,5HT,VPL,0.28982,ng/mg
52,5HT,VPL,0.03847,ng/mg
58,5HT,VPL,0.31255,ng/mg
61,5HT,VPL,0.05438,ng/mg
66,5HT,VPL,0.15288,ng/mg
69,5HT,VPL,0.21618,ng/mg
2,5HT,DLG,0.01855,ng/mg
5,5HT,DLG,0.02953,ng/mg
7,5HT,DLG,0.2333,ng/mg
9,5HT,DLG,0.16467,ng/mg
11,5HT,DLG,0.22967,ng/mg
17,5HT,DLG,0.038,ng/mg
20,5HT,DLG,0.12987,ng/mg
28,5HT,DLG,0.10958,ng/mg
32,5HT,DLG,0.20873,ng/mg
59,5HT,DLG,0.19961,ng/mg
67,5HT,DLG,0.11042,ng/mg
16,5HT,DLG,0.23848,ng/mg
18,5HT,DLG,0.30433,ng/mg
19,5HT,DLG,0.20097,ng/mg
22,5HT,DLG,0.38972,ng/mg
27,5HT,DLG,0.11941,ng/mg
30,5HT,DLG,0.28902,ng/mg
37,5HT,DLG,0.44302,ng/mg
39,5HT,DLG,0.16976,ng/mg
46,5HT,DLG,0.02545,ng/mg
53,5HT,DLG,0.1721,ng/mg
55,5HT,DLG,0.32813,ng/mg
23,5HT,DLG,0.15364,ng/mg
24,5HT,DLG,0.30918,ng/mg
31,5HT,DLG,0.17502,ng/mg
36,5HT,DLG,0.06511,ng/mg
38,5HT,DLG,0.12687,ng/mg
40,5HT,DLG,0.11998,ng/mg
44,5HT,DLG,0.18293,ng/mg
50,5HT,DLG,0.04242,ng/mg
51,5HT,DLG,0.12283,ng/mg
57,5HT,DLG,0.12939,ng/mg
21,5HT,DLG,0.57664,ng/mg
25,5HT,DLG,0.08838,ng/mg
35,5HT,DLG,0.06719,ng/mg
41,5HT,DLG,0.36952,ng/mg
45,5HT,DLG,0.525,ng/mg
49,5HT,DLG,0.46237,ng/mg
52,5HT,DLG,0.12746,ng/mg
58,5HT,DLG,0.17896,ng/mg
61,5HT,DLG,0.09821,ng/mg
66,5HT,DLG,0.31877,ng/mg
69,5HT,DLG,0.31477,ng/mg
2,5HT,SC,0.02791,ng/mg
5,5HT,SC,0.16565,ng/mg
7,5HT,SC,0.27503,ng/mg
9,5HT,SC,0.24306,ng/mg
11,5HT,SC,0.23623,ng/mg
17,5HT,SC,0.10097,ng/mg
20,5HT,SC,0.1326,ng/mg
28,5HT,SC,0.1153,ng/mg
32,5HT,SC,0.21446,ng/mg
59,5HT,SC,,ng/mg
67,5HT,SC,0.31545,ng/mg
16,5HT,SC,0.47557,ng/mg
18,5HT,SC,0.30641,ng/mg
19,5HT,SC,0.35683,ng/mg
22,5HT,SC,0.23944,ng/mg
27,5HT,SC,0.33966,ng/mg
30,5HT,SC,0.41557,ng/mg
37,5HT,SC,0.27314,ng/mg
39,5HT,SC,0.10904,ng/mg
46,5HT,SC,0.28493,ng/mg
53,5HT,SC,0.25195,ng/mg
55,5HT,SC,0.30249,ng/mg
23,5HT,SC,0.23241,ng/mg
24,5HT,SC,0.17078,ng/mg
31,5HT,SC,0.3314,ng/mg
36,5HT,SC,0.19678,ng/mg
38,5HT,SC,0.12764,ng/mg
40,5HT,SC,0.31679,ng/mg
44,5HT,SC,0.20041,ng/mg
50,5HT,SC,0.13024,ng/mg
51,5HT,SC,0.19374,ng/mg
57,5HT,SC,0.45375,ng/mg
21,5HT,SC,0.30357,ng/mg
25,5HT,SC,0.36533,ng/mg
35,5HT,SC,0.18676,ng/mg
41,5HT,SC,0.26258,ng/mg
45,5HT,SC,0.27046,ng/mg
49,5HT,SC,0.35234,ng/mg
52,5HT,SC,0.26494,ng/mg
58,5HT,SC,0.30224,ng/mg
61,5HT,SC,0.34288,ng/mg
66,5HT,SC,0.45774,ng/mg
69,5HT,SC,0.36542,ng/mg
2,5HT,SN,0.20413,ng/mg
5,5HT,SN,0.29727,ng/mg
7,5HT,SN,0.6412,ng/mg
9,5HT,SN,0.29562,ng/mg
11,5HT,SN,0.49332,ng/mg
17,5HT,SN,0.46811,ng/mg
20,5HT,SN,0.52649,ng/mg
28,5HT,SN,0.69063,ng/mg
32,5HT,SN,0.30517,ng/mg
59,5HT,SN,0.44975,ng/mg
67,5HT,SN,0.44227,ng/mg
16,5HT,SN,0.5008,ng/mg
18,5HT,SN,0.75249,ng/mg
19,5HT,SN,0.57959,ng/mg
22,5HT,SN,0.59754,ng/mg
27,5HT,SN,0.70583,ng/mg
30,5HT,SN,0.71977,ng/mg
37,5HT,SN,0.44979,ng/mg
39,5HT,SN,0.69675,ng/mg
46,5HT,SN,0.32606,ng/mg
53,5HT,SN,0.29356,ng/mg
55,5HT,SN,0.63223,ng/mg
23,5HT,SN,0.3501,ng/mg
24,5HT,SN,0.49246,ng/mg
31,5HT,SN,0.26024,ng/mg
36,5HT,SN,0.59298,ng/mg
38,5HT,SN,0.29662,ng/mg
40,5HT,SN,0.5278,ng/mg
44,5HT,SN,0.54586,ng/mg
50,5HT,SN,0.2146,ng/mg
51,5HT,SN,0.49011,ng/mg
57,5HT,SN,0.74776,ng/mg
21,5HT,SN,0.33399,ng/mg
25,5HT,SN,0.4087,ng/mg
35,5HT,SN,0.42393,ng/mg
41,5HT,SN,0.75617,ng/mg
45,5HT,SN,0.58585,ng/mg
49,5HT,SN,0.69568,ng/mg
52,5HT,SN,0.41903,ng/mg
58,5HT,SN,0.66716,ng/mg
61,5HT,SN,0.69138,ng/mg
66,5HT,SN,0.66403,ng/mg
69,5HT,SN,0.62124,ng/mg
2,5HT,VTA,0.02594,ng/mg
5,5HT,VTA,0.07391,ng/mg
7,5HT,VTA,0.32746,ng/mg
9,5HT,VTA,0.19999,ng/mg
11,5HT,VTA,0.29538,ng/mg
17,5HT,VTA,0.09159,ng/mg
20,5HT,VTA,0.17464,ng/mg
28,5HT,VTA,0.22565,ng/mg
32,5HT,VTA,0.37391,ng/mg
59,5HT,VTA,0.22042,ng/mg
67,5HT,VTA,0.49974,ng/mg
16,5HT,VTA,0.45171,ng/mg
18,5HT,VTA,0.41078,ng/mg
19,5HT,VTA,0.40148,ng/mg
22,5HT,VTA,0.44093,ng/mg
27,5HT,VTA,0.26507,ng/mg
30,5HT,VTA,0.55615,ng/mg
37,5HT,VTA,0.44295,ng/mg
39,5HT,VTA,0.18334,ng/mg
46,5HT,VTA,0.40182,ng/mg
53,5HT,VTA,0.27638,ng/mg
55,5HT,VTA,0.61439,ng/mg
23,5HT,VTA,0.17411,ng/mg
24,5HT,VTA,0.31277,ng/mg
31,5HT,VTA,0.16983,ng/mg
36,5HT,VTA,0.09076,ng/mg
38,5HT,VTA,0.27525,ng/mg
40,5HT,VTA,0.20235,ng/mg
44,5HT,VTA,0.19209,ng/mg
50,5HT,VTA,0.15751,ng/mg
51,5HT,VTA,0.28649,ng/mg
57,5HT,VTA,0.26939,ng/mg
21,5HT,VTA,0.26921,ng/mg
25,5HT,VTA,0.3005,ng/mg
35,5HT,VTA,0.08243,ng/mg
41,5HT,VTA,0.64981,ng/mg
45,5HT,VTA,0.21851,ng/mg
49,5HT,VTA,0.53567,ng/mg
52,5HT,VTA,0.27167,ng/mg
58,5HT,VTA,0.40284,ng/mg
61,5HT,VTA,0.44806,ng/mg
66,5HT,VTA,0.35832,ng/mg
69,5HT,VTA,0.40513,ng/mg
2,5HT,DR,0.1656,ng/mg
5,5HT,DR,0.38422,ng/mg
7,5HT,DR,0.93474,ng/mg
9,5HT,DR,1.16969,ng/mg
11,5HT,DR,0.50234,ng/mg
17,5HT,DR,0.37368,ng/mg
20,5HT,DR,0.66792,ng/mg
28,5HT,DR,0.85488,ng/mg
32,5HT,DR,0.66447,ng/mg
59,5HT,DR,0.36233,ng/mg
67,5HT,DR,1.34062,ng/mg
16,5HT,DR,0.52536,ng/mg
18,5HT,DR,0.81917,ng/mg
19,5HT,DR,0.92653,ng/mg
22,5HT,DR,0.87764,ng/mg
27,5HT,DR,0.21493,ng/mg
30,5HT,DR,1.0055,ng/mg
37,5HT,DR,0.98815,ng/mg
39,5HT,DR,1.25099,ng/mg
46,5HT,DR,0.18965,ng/mg
53,5HT,DR,0.60451,ng/mg
55,5HT,DR,0.93931,ng/mg
23,5HT,DR,0.80918,ng/mg
24,5HT,DR,0.90544,ng/mg
31,5HT,DR,0.87064,ng/mg
36,5HT,DR,0.52426,ng/mg
38,5HT,DR,0.47465,ng/mg
40,5HT,DR,0.63009,ng/mg
44,5HT,DR,0.47484,ng/mg
50,5HT,DR,0.40897,ng/mg
51,5HT,DR,0.55024,ng/mg
57,5HT,DR,0.77318,ng/mg
21,5HT,DR,0.15019,ng/mg
25,5HT,DR,0.3711,ng/mg
35,5HT,DR,0.64271,ng/mg
41,5HT,DR,0.8617,ng/mg
45,5HT,DR,1.03626,ng/mg
49,5HT,DR,0.56066,ng/mg
52,5HT,DR,0.26632,ng/mg
58,5HT,DR,0.8045,ng/mg
61,5HT,DR,0.81061,ng/mg
66,5HT,DR,0.8679,ng/mg
69,5HT,DR,0.95855,ng/mg
2,5HT,MR,0.02203,ng/mg
5,5HT,MR,0.07484,ng/mg
7,5HT,MR,0.23474,ng/mg
9,5HT,MR,0.30359,ng/mg
11,5HT,MR,0.23791,ng/mg
17,5HT,MR,0.17634,ng/mg
20,5HT,MR,0.31276,ng/mg
28,5HT,MR,0.36382,ng/mg
32,5HT,MR,0.34026,ng/mg
59,5HT,MR,0.43228,ng/mg
67,5HT,MR,0.63935,ng/mg
16,5HT,MR,0.11265,ng/mg
18,5HT,MR,0.81787,ng/mg
19,5HT,MR,0.31089,ng/mg
22,5HT,MR,,ng/mg
27,5HT,MR,0.56503,ng/mg
30,5HT,MR,0.29065,ng/mg
37,5HT,MR,0.36347,ng/mg
39,5HT,MR,0.37455,ng/mg
46,5HT,MR,0.25342,ng/mg
53,5HT,MR,0.35017,ng/mg
55,5HT,MR,0.47935,ng/mg
23,5HT,MR,0.42576,ng/mg
24,5HT,MR,0.37129,ng/mg
31,5HT,MR,0.3183,ng/mg
36,5HT,MR,0.16675,ng/mg
38,5HT,MR,0.19595,ng/mg
40,5HT,MR,0.25539,ng/mg
44,5HT,MR,0.45115,ng/mg
50,5HT,MR,0.18027,ng/mg
51,5HT,MR,0.18004,ng/mg
57,5HT,MR,0.42625,ng/mg
21,5HT,MR,0.53578,ng/mg
25,5HT,MR,0.50301,ng/mg
35,5HT,MR,0.31139,ng/mg
41,5HT,MR,0.26496,ng/mg
45,5HT,MR,0.29913,ng/mg
49,5HT,MR,0.26261,ng/mg
52,5HT,MR,0.18275,ng/mg
58,5HT,MR,0.44458,ng/mg
61,5HT,MR,0.21884,ng/mg
66,5HT,MR,0.32937,ng/mg
69,5HT,MR,0.56967,ng/mg
2,5HT,CB,0.02251,ng/mg
5,5HT,CB,0.03154,ng/mg
7,5HT,CB,0.05774,ng/mg
9,5HT,CB,0.05061,ng/mg
11,5HT,CB,0.03112,ng/mg
17,5HT,CB,0.01702,ng/mg
20,5HT,CB,0.13543,ng/mg
28,5HT,CB,0.03973,ng/mg
32,5HT,CB,0.12768,ng/mg
59,5HT,CB,0.06977,ng/mg
67,5HT,CB,0.06802,ng/mg
16,5HT,CB,0.11719,ng/mg
18,5HT,CB,0.0413,ng/mg
19,5HT,CB,0.0626,ng/mg
22,5HT,CB,0.0536,ng/mg
27,5HT,CB,0.29692,ng/mg
30,5HT,CB,0.1403,ng/mg
37,5HT,CB,0.10588,ng/mg
39,5HT,CB,0.04696,ng/mg
46,5HT,CB,0.21348,ng/mg
53,5HT,CB,0.09668,ng/mg
55,5HT,CB,0.14524,ng/mg
23,5HT,CB,0.05002,ng/mg
24,5HT,CB,0.06308,ng/mg
31,5HT,CB,0.0477,ng/mg
36,5HT,CB,0.16975,ng/mg
38,5HT,CB,0.06828,ng/mg
40,5HT,CB,0.05475,ng/mg
44,5HT,CB,0.04086,ng/mg
50,5HT,CB,0.03444,ng/mg
51,5HT,CB,0.04855,ng/mg
57,5HT,CB,0.06351,ng/mg
21,5HT,CB,0.08712,ng/mg
25,5HT,CB,0.13721,ng/mg
35,5HT,CB,0.01619,ng/mg
41,5HT,CB,0.04386,ng/mg
45,5HT,CB,0.06477,ng/mg
49,5HT,CB,0.05709,ng/mg
52,5HT,CB,0.04258,ng/mg
58,5HT,CB,0.10304,ng/mg
61,5HT,CB,0.16082,ng/mg
66,5HT,CB,0.06686,ng/mg
69,5HT,CB,0.06251,ng/mg
2,5HT,HY,0.03191,ng/mg
5,5HT,HY,0.01362,ng/mg
7,5HT,HY,0.1123,ng/mg
9,5HT,HY,0.22246,ng/mg
11,5HT,HY,,ng/mg
17,5HT,HY,0.07835,ng/mg
20,5HT,HY,0.14777,ng/mg
28,5HT,HY,0.35541,ng/mg
32,5HT,HY,0.38011,ng/mg
59,5HT,HY,0.19232,ng/mg
67,5HT,HY,0.14815,ng/mg
16,5HT,HY,0.37211,ng/mg
18,5HT,HY,0.38044,ng/mg
19,5HT,HY,0.11335,ng/mg
22,5HT,HY,0.31771,ng/mg
27,5HT,HY,0.16027,ng/mg
30,5HT,HY,0.37558,ng/mg
37,5HT,HY,0.53495,ng/mg
39,5HT,HY,0.13657,ng/mg
46,5HT,HY,0.12088,ng/mg
53,5HT,HY,0.18898,ng/mg
55,5HT,HY,0.45507,ng/mg
23,5HT,HY,0.32203,ng/mg
24,5HT,HY,0.38349,ng/mg
31,5HT,HY,0.21083,ng/mg
36,5HT,HY,0.21739,ng/mg
38,5HT,HY,0.11474,ng/mg
40,5HT,HY,0.36085,ng/mg
44,5HT,HY,0.11061,ng/mg
50,5HT,HY,0.08684,ng/mg
51,5HT,HY,0.29822,ng/mg
57,5HT,HY,0.45438,ng/mg
21,5HT,HY,0.19393,ng/mg
25,5HT,HY,0.23524,ng/mg
35,5HT,HY,0.17255,ng/mg
41,5HT,HY,0.27903,ng/mg
45,5HT,HY,0.32353,ng/mg
49,5HT,HY,0.41465,ng/mg
52,5HT,HY,0.09329,ng/mg
58,5HT,HY,0.3129,ng/mg
61,5HT,HY,0.27112,ng/mg
66,5HT,HY,0.39734,ng/mg
69,5HT,HY,0.29994,ng/mg
2,NA,OF,0.163797,ng/mg
2,NA,PL,0.018582,ng/mg
2,NA,aCC,0.158393,ng/mg
2,NA,IC,0.060155,ng/mg
2,NA,VM,0.103901,ng/mg
2,NA,SJ,0.011389,ng/mg
2,NA,S1R,0.181,ng/mg
2,NA,S1L,0.140555,ng/mg
2,NA,S1L6R,0.072085,ng/mg
2,NA,S1L6L,0.127208,ng/mg
2,NA,AC,0.081405,ng/mg
2,NA,VM,0.044974,ng/mg
2,NA,A,0.232891,ng/mg
2,NA,dH,0.10505,ng/mg
2,NA,vH,0.218823,ng/mg
2,NA,NAc,0.091236,ng/mg
2,NA,VM,0.03467,ng/mg
2,NA,DM,0.072051,ng/mg
2,NA,VL,0.111409,ng/mg
2,NA,DL,0.091686,ng/mg
2,NA,MD,0.613701,ng/mg
2,NA,VPR,0.010117,ng/mg
2,NA,VPL,0.080048,ng/mg
2,NA,DLG,0.04916,ng/mg
2,NA,HY,0.167895,ng/mg
2,NA,SC,0.046566,ng/mg
2,NA,SN,0.126865,ng/mg
2,NA,VTA,0.074768,ng/mg
2,NA,DR,0.226609,ng/mg
2,NA,MR,0.097799,ng/mg
2,NA,CB,0.164421,ng/mg
5,NA,OF,0.098816,ng/mg
5,NA,PL,0.034616,ng/mg
5,NA,aCC,0.196284,ng/mg
5,NA,IC,0.113633,ng/mg
5,NA,VM,0.106191,ng/mg
5,NA,SJ,0.02953,ng/mg
5,NA,S1R,0.186497,ng/mg
5,NA,S1L,0.194423,ng/mg
5,NA,S1L6R,0.081012,ng/mg
5,NA,S1L6L,0.164541,ng/mg
5,NA,AC,0.059417,ng/mg
5,NA,VM,0.064748,ng/mg
5,NA,A,0.172596,ng/mg
5,NA,dH,0.099677,ng/mg
5,NA,vH,0.221793,ng/mg
5,NA,NAc,0.099483,ng/mg
5,NA,VM,0.07959,ng/mg
5,NA,DM,0.111054,ng/mg
5,NA,VL,0.232613,ng/mg
5,NA,DL,0.071817,ng/mg
5,NA,MD,0.148765,ng/mg
5,NA,VPR,0.045042,ng/mg
5,NA,VPL,0.122296,ng/mg
5,NA,DLG,0.075946,ng/mg
5,NA,HY,0.172217,ng/mg
5,NA,SC,0.192912,ng/mg
5,NA,SN,0.153017,ng/mg
5,NA,VTA,0.142009,ng/mg
5,NA,DR,0.388598,ng/mg
5,NA,MR,0.153952,ng/mg
5,NA,CB,0.134833,ng/mg
7,NA,OF,0.236073,ng/mg
7,NA,PL,0.217172,ng/mg
7,NA,aCC,0.230824,ng/mg
7,NA,IC,0.258823,ng/mg
7,NA,VM,0.190482,ng/mg
7,NA,SJ,0.112453,ng/mg
7,NA,S1R,0.351953,ng/mg
7,NA,S1L,0.233072,ng/mg
7,NA,S1L6R,0.14842,ng/mg
7,NA,S1L6L,0.152959,ng/mg
7,NA,AC,0.14338,ng/mg
7,NA,VM,0.239578,ng/mg
7,NA,A,0.306134,ng/mg
7,NA,dH,0.07587,ng/mg
7,NA,vH,0.17061,ng/mg
7,NA,NAc,0.11383,ng/mg
7,NA,VM,0.337386,ng/mg
7,NA,DM,0.467922,ng/mg
7,NA,VL,0.138616,ng/mg
7,NA,DL,0.143323,ng/mg
7,NA,MD,0.738999,ng/mg
7,NA,VPR,0.097564,ng/mg
7,NA,VPL,0.245259,ng/mg
7,NA,DLG,0.248565,ng/mg
7,NA,HY,0.208306,ng/mg
7,NA,SC,0.197255,ng/mg
7,NA,SN,0.170777,ng/mg
7,NA,VTA,0.282008,ng/mg
7,NA,DR,0.517735,ng/mg
7,NA,MR,0.209458,ng/mg
7,NA,CB,0.310672,ng/mg
9,NA,OF,0.307531,ng/mg
9,NA,PL,0.154764,ng/mg
9,NA,aCC,0.269366,ng/mg
9,NA,IC,0.304808,ng/mg
9,NA,VM,0.249917,ng/mg
9,NA,SJ,0.109632,ng/mg
9,NA,S1R,0.277436,ng/mg
9,NA,S1L,0.24008,ng/mg
9,NA,S1L6R,0.195445,ng/mg
9,NA,S1L6L,0.190467,ng/mg
9,NA,AC,0.174678,ng/mg
9,NA,VM,0.258621,ng/mg
9,NA,A,0.379167,ng/mg
9,NA,dH,0.122592,ng/mg
9,NA,vH,0.241072,ng/mg
9,NA,NAc,0.122678,ng/mg
9,NA,VM,0.280206,ng/mg
9,NA,DM,NA,ng/mg
9,NA,VL,0.176136,ng/mg
9,NA,DL,0.105309,ng/mg
9,NA,MD,0.685962,ng/mg
9,NA,VPR,0.080899,ng/mg
9,NA,VPL,0.143081,ng/mg
9,NA,DLG,0.286695,ng/mg
9,NA,HY,0.342153,ng/mg
9,NA,SC,0.229621,ng/mg
9,NA,SN,0.092934,ng/mg
9,NA,VTA,0.201491,ng/mg
9,NA,DR,1.08514,ng/mg
9,NA,MR,0.20334,ng/mg
9,NA,CB,0.360884,ng/mg
11,NA,OF,0.275959,ng/mg
11,NA,PL,0.177133,ng/mg
11,NA,aCC,0.295343,ng/mg
11,NA,IC,0.26001,ng/mg
11,NA,VM,0.253885,ng/mg
11,NA,SJ,0.169996,ng/mg
11,NA,S1R,0.247124,ng/mg
11,NA,S1L,0.190375,ng/mg
11,NA,S1L6R,0.159939,ng/mg
11,NA,S1L6L,0.178892,ng/mg
11,NA,AC,0.168184,ng/mg
11,NA,VM,0.220232,ng/mg
11,NA,A,0.238807,ng/mg
11,NA,dH,0.138738,ng/mg
11,NA,vH,0.22766,ng/mg
11,NA,NAc,0.09826,ng/mg
11,NA,VM,0.215374,ng/mg
11,NA,DM,0.234486,ng/mg
11,NA,VL,0.200514,ng/mg
11,NA,DL,0.015652,ng/mg
11,NA,MD,0.598155,ng/mg
11,NA,VPR,0.135034,ng/mg
11,NA,VPL,0.132452,ng/mg
11,NA,DLG,0.269333,ng/mg
11,NA,HY,0.051441,ng/mg
11,NA,SC,0.177577,ng/mg
11,NA,SN,0.193376,ng/mg
11,NA,VTA,0.270412,ng/mg
11,NA,DR,0.638892,ng/mg
11,NA,MR,0.273113,ng/mg
11,NA,CB,0.218673,ng/mg
17,NA,OF,0.160976,ng/mg
17,NA,PL,0.004315,ng/mg
17,NA,aCC,0.107767,ng/mg
17,NA,IC,0.157706,ng/mg
17,NA,VM,0.109289,ng/mg
17,NA,SJ,0.037217,ng/mg
17,NA,S1R,0.269464,ng/mg
17,NA,S1L,0.185738,ng/mg
17,NA,S1L6R,0.083864,ng/mg
17,NA,S1L6L,0.1268,ng/mg
17,NA,AC,0.137698,ng/mg
17,NA,VM,0.130953,ng/mg
17,NA,A,0.233144,ng/mg
17,NA,dH,0.150175,ng/mg
17,NA,vH,0.189664,ng/mg
17,NA,NAc,0.081028,ng/mg
17,NA,VM,0.056455,ng/mg
17,NA,DM,0.098092,ng/mg
17,NA,VL,0.313391,ng/mg
17,NA,DL,0.098993,ng/mg
17,NA,MD,0.3721,ng/mg
17,NA,VPR,0.038014,ng/mg
17,NA,VPL,0.134921,ng/mg
17,NA,DLG,0.076292,ng/mg
17,NA,HY,0.210002,ng/mg
17,NA,SC,0.128289,ng/mg
17,NA,SN,0.166202,ng/mg
17,NA,VTA,0.140624,ng/mg
17,NA,DR,0.525291,ng/mg
17,NA,MR,0.216448,ng/mg
17,NA,CB,0.197776,ng/mg
20,NA,OF,0.199217,ng/mg
20,NA,PL,0.09158,ng/mg
20,NA,aCC,0.223336,ng/mg
20,NA,IC,0.169985,ng/mg
20,NA,VM,0.195532,ng/mg
20,NA,SJ,0.051501,ng/mg
20,NA,S1R,0.218942,ng/mg
20,NA,S1L,0.241121,ng/mg
20,NA,S1L6R,0.157487,ng/mg
20,NA,S1L6L,0.206268,ng/mg
20,NA,AC,0.185556,ng/mg
20,NA,VM,0.243474,ng/mg
20,NA,A,0.353686,ng/mg
20,NA,dH,0.207178,ng/mg
20,NA,vH,0.247309,ng/mg
20,NA,NAc,0.082749,ng/mg
20,NA,VM,0.162216,ng/mg
20,NA,DM,0.130322,ng/mg
20,NA,VL,0.191717,ng/mg
20,NA,DL,0.078769,ng/mg
20,NA,MD,0.287246,ng/mg
20,NA,VPR,0.074111,ng/mg
20,NA,VPL,0.108222,ng/mg
20,NA,DLG,0.135084,ng/mg
20,NA,HY,0.386022,ng/mg
20,NA,SC,0.145361,ng/mg
20,NA,SN,0.109352,ng/mg
20,NA,VTA,0.186635,ng/mg
20,NA,DR,0.637146,ng/mg
20,NA,MR,0.254116,ng/mg
20,NA,CB,0.319652,ng/mg
28,NA,OF,0.262696,ng/mg
28,NA,PL,0.13607,ng/mg
28,NA,aCC,0.236389,ng/mg
28,NA,IC,0.291905,ng/mg
28,NA,VM,0.12783,ng/mg
28,NA,SJ,0.048473,ng/mg
28,NA,S1R,0.188244,ng/mg
28,NA,S1L,0.237851,ng/mg
28,NA,S1L6R,0.128662,ng/mg
28,NA,S1L6L,0.157339,ng/mg
28,NA,AC,0.148978,ng/mg
28,NA,VM,0.237602,ng/mg
28,NA,A,0.380616,ng/mg
28,NA,dH,0.111665,ng/mg
28,NA,vH,0.265027,ng/mg
28,NA,NAc,0.065954,ng/mg
28,NA,VM,0.247054,ng/mg
28,NA,DM,0.207628,ng/mg
28,NA,VL,0.219599,ng/mg
28,NA,DL,0.087465,ng/mg
28,NA,MD,0.856624,ng/mg
28,NA,VPR,0.091047,ng/mg
28,NA,VPL,0.142143,ng/mg
28,NA,DLG,0.140401,ng/mg
28,NA,HY,0.370047,ng/mg
28,NA,SC,0.109238,ng/mg
28,NA,SN,0.154526,ng/mg
28,NA,VTA,0.230242,ng/mg
28,NA,DR,0.699717,ng/mg
28,NA,MR,0.229152,ng/mg
28,NA,CB,0.380712,ng/mg
32,NA,OF,0.297328,ng/mg
32,NA,PL,0.141288,ng/mg
32,NA,aCC,0.265535,ng/mg
32,NA,IC,0.221482,ng/mg
32,NA,VM,0.210322,ng/mg
32,NA,SJ,0.085444,ng/mg
32,NA,S1R,0.295102,ng/mg
32,NA,S1L,0.153551,ng/mg
32,NA,S1L6R,0.218408,ng/mg
32,NA,S1L6L,0.207569,ng/mg
32,NA,AC,0.226471,ng/mg
32,NA,VM,0.200135,ng/mg
32,NA,A,0.352315,ng/mg
32,NA,dH,0.134595,ng/mg
32,NA,vH,0.250334,ng/mg
32,NA,NAc,0.085391,ng/mg
32,NA,VM,0.302634,ng/mg
32,NA,DM,0.14924,ng/mg
32,NA,VL,0.143793,ng/mg
32,NA,DL,0.060156,ng/mg
32,NA,MD,0.372421,ng/mg
32,NA,VPR,0.070006,ng/mg
32,NA,VPL,0.160208,ng/mg
32,NA,DLG,0.274616,ng/mg
32,NA,HY,0.552007,ng/mg
32,NA,SC,0.141274,ng/mg
32,NA,SN,0.158261,ng/mg
32,NA,VTA,0.358837,ng/mg
32,NA,DR,0.826363,ng/mg
32,NA,MR,0.344908,ng/mg
32,NA,CB,0.244931,ng/mg
59,NA,OF,0.338812,ng/mg
59,NA,PL,0.151596,ng/mg
59,NA,aCC,0.266926,ng/mg
59,NA,IC,0.285188,ng/mg
59,NA,VM,0.169802,ng/mg
59,NA,SJ,0.115606,ng/mg
59,NA,S1R,0.441333,ng/mg
59,NA,S1L,0.237802,ng/mg
59,NA,S1L6R,0.176593,ng/mg
59,NA,S1L6L,0.230143,ng/mg
59,NA,AC,0.143289,ng/mg
59,NA,VM,0.17437,ng/mg
59,NA,A,0.313515,ng/mg
59,NA,dH,0.163314,ng/mg
59,NA,vH,0.326036,ng/mg
59,NA,NAc,0.152033,ng/mg
59,NA,VM,0.370428,ng/mg
59,NA,DM,NA,ng/mg
59,NA,VL,0.202287,ng/mg
59,NA,DL,NA,ng/mg
59,NA,MD,0.771262,ng/mg
59,NA,VPR,0.148035,ng/mg
59,NA,VPL,0.229259,ng/mg
59,NA,DLG,0.19893,ng/mg
59,NA,HY,0.479829,ng/mg
59,NA,SC,NA,ng/mg
59,NA,SN,0.169747,ng/mg
59,NA,VTA,0.238253,ng/mg
59,NA,DR,0.485253,ng/mg
59,NA,MR,0.363012,ng/mg
59,NA,CB,0.340375,ng/mg
67,NA,OF,0.29748,ng/mg
67,NA,PL,0.091378,ng/mg
67,NA,aCC,0.254879,ng/mg
67,NA,IC,0.276077,ng/mg
67,NA,VM,0.168971,ng/mg
67,NA,SJ,0.153296,ng/mg
67,NA,S1R,0.334324,ng/mg
67,NA,S1L,0.355389,ng/mg
67,NA,S1L6R,0.208196,ng/mg
67,NA,S1L6L,0.231899,ng/mg
67,NA,AC,0.217974,ng/mg
67,NA,VM,0.247657,ng/mg
67,NA,A,0.316667,ng/mg
67,NA,dH,0.130274,ng/mg
67,NA,vH,0.194264,ng/mg
67,NA,NAc,0.098325,ng/mg
67,NA,VM,0.339318,ng/mg
67,NA,DM,0.110353,ng/mg
67,NA,VL,0.172643,ng/mg
67,NA,DL,0.083812,ng/mg
67,NA,MD,0.626049,ng/mg
67,NA,VPR,0.027723,ng/mg
67,NA,VPL,0.220317,ng/mg
67,NA,DLG,0.247047,ng/mg
67,NA,HY,0.379198,ng/mg
67,NA,SC,0.225001,ng/mg
67,NA,SN,0.185179,ng/mg
67,NA,VTA,0.490686,ng/mg
67,NA,DR,0.691918,ng/mg
67,NA,MR,0.45193,ng/mg
67,NA,CB,0.462209,ng/mg
13,NA,OF,0.287938,ng/mg
