subject_id,region,value,unit
63,VTA,2.099999999999991,mg
63,S1R,2.69999999999998,mg
63,dH,1.79999999999997,mg
63,vH,2.0,mg
63,DL,1.7,mg
63,DM,2.0,mg
63,VM,1.199999999999979,mg
63,VL,1.500000000000001,mg
63,DR,1.6,mg
63,CB,3.99999999999995,mg
63,AC,1.90000000000001,mg
63,MD,1.1,mg
63,SC,1.819,mg
63,MR,1.7,mg
63,VPR,2.0,mg
63,VPL,1.40000000000001,mg
63,SN,2.19999999999998,mg
63,S1L,2.59999999999999,mg
63,S1L6R,2.4,mg
63,A,1.7,mg
63,S1L6L,3.6,mg
63,IC,1.69999999999998,mg
65,OF,1.40000000000001,mg
65,NAc,1.9,mg
65,PL,2.099999999999991,mg
65,HY,1.5,mg
65,SJ,1.2,mg
65,V1,3.0,mg
65,M1,1.40000000000001,mg
65,aCC,1.70000000000003,mg
65,DLG,1.59999999999999,mg
65,VTA,2.599999999999991,mg
65,S1R,3.09999999999999,mg
65,dH,1.79999999999997,mg
65,vH,1.90000000000001,mg
65,DL,1.8,mg
65,DM,1.6,mg
65,VM,1.500000000000001,mg
65,VL,2.099999999999991,mg
65,DR,1.0,mg
65,CB,2.79999999999997,mg
65,AC,1.19999999999998,mg
65,MD,1.3,mg
65,SC,2.19999999999998,mg
65,MR,1.4,mg
65,VPR,1.5,mg
65,VPL,2.59999999999999,mg
65,SN,2.099999999999991,mg
65,S1L,3.0,mg
65,S1L6R,2.7,mg
65,A,2.5,mg
65,S1L6L,2.0,mg
65,IC,2.10000000000005,mg
16,OF,2.40000000000007,mg
16,NAc,2.4,mg
16,PL,2.399999999999958,mg
16,HY,2.6,mg
16,SJ,2.6,mg
16,V1,4.29999999999997,mg
16,M1,2.19999999999998,mg
16,aCC,2.19999999999998,mg
16,DLG,3.20000000000009,mg
16,VTA,2.600000000000047,mg
16,S1R,3.90000000000001,mg
16,dH,3.39999999999996,mg
16,vH,3.0,mg
16,DL,2.8,mg
16,DM,2.2,mg
16,VM,2.19999999999998,mg
16,VL,2.19999999999998,mg
16,DR,2.2,mg
16,CB,4.0,mg
16,AC,2.49999999999995,mg
16,MD,4.2,mg
16,SC,2.40000000000001,mg
16,MR,2.37,mg
16,VPR,2.0,mg
16,VPL,3.0,mg
16,SN,3.599999999999937,mg
16,S1L,4.0,mg
16,S1L6R,3.4,mg
16,A,3.5,mg
16,S1L6L,3.5,mg
16,IC,2.09999999999999,mg
18,OF,1.70000000000003,mg
18,NAc,2.3,mg
18,PL,2.499999999999947,mg
18,HY,2.9,mg
18,SJ,1.7,mg
18,V1,3.09999999999999,mg
18,M1,2.0,mg
18,aCC,2.09999999999999,mg
18,DLG,2.49999999999995,mg
18,VTA,2.399999999999958,mg
18,S1R,3.0,mg
18,dH,2.39999999999996,mg
18,vH,2.59999999999999,mg
18,DL,1.5,mg
18,DM,2.0,mg
18,VM,2.900000000000014,mg
18,VL,2.000000000000002,mg
18,DR,1.5,mg
18,CB,4.0,mg
18,AC,2.19999999999998,mg
18,MD,1.8,mg
18,SC,1.49999999999995,mg
18,MR,1.5,mg
18,VPR,2.19999999999998,mg
18,VPL,2.09999999999999,mg
18,SN,2.19999999999998,mg
18,S1L,4.39999999999996,mg
18,S1L6R,3.0,mg
18,A,3.6,mg
18,S1L6L,2.5,mg
18,IC,2.19999999999998,mg
19,OF,1.69999999999992,mg
19,NAc,1.9,mg
19,PL,3.100000000000103,mg
19,HY,1.3,mg
19,SJ,1.8,mg
19,V1,1.80000000000002,mg
19,M1,1.40000000000007,mg
19,aCC,1.90000000000007,mg
19,DLG,1.49999999999995,mg
19,VTA,1.700000000000035,mg
19,S1R,3.60000000000005,mg
19,dH,2.39999999999996,mg
19,vH,1.49999999999995,mg
19,DL,2.2,mg
19,DM,1.7,mg
19,VM,1.300000000000079,mg
19,VL,1.599999999999935,mg
19,DR,1.4,mg
19,CB,2.90000000000001,mg
19,AC,1.80000000000002,mg
19,MD,1.3,mg
19,SC,1.19999999999998,mg
19,MR,1.7,mg
19,VPR,1.50000000000006,mg
19,VPL,3.20000000000004,mg
19,SN,1.799999999999968,mg
19,S1L,2.60000000000005,mg
19,S1L6R,3.2,mg
19,A,2.6,mg
19,S1L6L,2.2,mg
19,IC,2.19999999999998,mg
22,OF,2.90000000000001,mg
22,NAc,2.0,mg
22,PL,2.599999999999991,mg
22,HY,1.9,mg
22,SJ,2.3,mg
22,V1,4.799999999999971,mg
22,M1,2.30000000000008,mg
22,aCC,3.50000000000006,mg
22,DLG,3.19999999999998,mg
22,VTA,2.099999999999991,mg
22,S1R,3.49999999999995,mg
22,dH,2.39999999999996,mg
22,vH,2.80000000000002,mg
22,DL,2.5,mg
22,DM,2.5,mg
22,VM,2.800000000000025,mg
22,VL,2.000000000000002,mg
22,DR,1.9,mg
22,CB,6.59999999999999,mg
22,AC,3.0,mg
22,MD,3.6,mg
22,SC,2.89999999999996,mg
22,MR,2.4,mg
22,VPR,2.20000000000004,mg
22,VPL,2.49999999999995,mg
22,SN,1.800000000000024,mg
22,S1L,3.39999999999996,mg
22,S1L6R,3.7,mg
22,A,2.9,mg
22,S1L6L,4.2,mg
22,IC,3.39999999999996,mg
27,OF,2.29999999999997,mg
27,NAc,1.8,mg
27,PL,1.899999999999902,mg
27,HY,2.2,mg
27,SJ,2.4,mg
27,V1,1.79999999999991,mg
27,M1,2.0,mg
27,aCC,1.90000000000001,mg
27,DLG,1.59999999999993,mg
