mouse_no,group_no,NA_VM,5HTP_VM,DOPAC_VM,DA_VM,5HIAA_VM,HVA_VM,5HT_VM,3MT_VM,ASP_VM,GLU_VM,ASPN_VM,HIS_VM,LSER_VM,GLN_VM,ARG_VM,GLY_VM,THR_VM,TAU_VM,ALA_VM,TYR_VM,GABA_VM,NA_VL,5HTP_VL,DOPAC_VL,DA_VL,5HIAA_VL,HVA_VL,5HT_VL,3MT_VL,ASP_VL,GLU_VL,ASPN_VL,HIS_VL,LSER_VL,GLN_VL,ARG_VL,GLY_VL,THR_VL,TAU_VL,ALA_VL,TYR_VL,GABA_VL,NA_DL,5HTP_DL,DOPAC_DL,DA_DL,5HIAA_DL,HVA_DL,5HT_DL,3MT_DL,ASP_DL,GLU_DL,ASPN_DL,HIS_DL,LSER_DL,GLN_DL,ARG_DL,GLY_DL,THR_DL,TAU_DL,ALA_DL,TYR_DL,GABA_DL,NA_DM,5HTP_DM,DOPAC_DM,DA_DM,5HIAA_DM,HVA_DM,5HT_DM,3MT_DM,ASP_DM,GLU_DM,ASPN_DM,HIS_DM,LSER_DM,GLN_DM,ARG_DM,GLY_DM,THR_DM,TAU_DM,ALA_DM,TYR_DM,GABA_DM,ASP_NAc,GLU_NAc,ASPN_NAc,HIS_NAc,LSER_NAc,GLN_NAc,ARG_NAc,GLY_NAc,THR_NAc,TAU_NAc,ALA_NAc,TYR_NAc,GABA_NAc,NA_NAc,5HTP_NAc,DOPAC_NAc,DA_NAc,5HIAA_NAc,HVA_NAc,5HT_NAc,3MT_NAc,NA_PL,DOPAC_PL,5HTP_PL,DA_PL,5HIAA_PL,HVA_PL,5HT_PL,3MT_PL,ASP_PL,GLU_PL,ASPN_PL,HIS_PL,LSER_PL,GLN_PL,ARG_PL,GLY_PL,THR_PL,TAU_PL,ALA_PL,GABA_PL,TYR_PL,NA_SJ,DOPAC_SJ,5HTP_SJ,DA_SJ,5HIAA_SJ,HVA_SJ,5HT_SJ,3MT_SJ,ASP_SJ,GLU_SJ,ASPN_SJ,HIS_SJ,LSER_SJ,GLN_SJ,ARG_SJ,GLY_SJ,THR_SJ,TAU_SJ,ALA_SJ,TYR_SJ,GABA_SJ,NA_VTA,5HTP_VTA,DOPAC_VTA,DA_VTA,5HIAA_VTA,HVA_VTA,5HT_VTA,3MT_VTA,ASP_VTA,GLU_VTA,ASPN_VTA,HIS_VTA,LSER_VTA,GLN_VTA,ARG_VTA,GLY_VTA,THR_VTA,TAU_VTA,ALA_VTA,TYR_VTA,GABA_VTA,NA_SR1,5HTP_SR1,DOPAC_SR1,DA_SR1,5HIAA_SR1,HVA_SR1,5HT_SR1,ASP_SR1,GLU_SR1,ASPN_SR1,HIS_SR1,LSER_SR1,GLN_SR1,ARG_SR1,GLY_SR1,THR_SR1,TAU_SR1,ALA_SR1,TYR_SR1,GABA_SR1,NA_SL1,5HTP_SL1,DOPAC_SL1,DA_SL1,5HIAA_SL1,HVA_SL1,5HT_SL1,3MT_SL1,ASP_SL1,GLU_SL1,ASPN_SL1,HIS_SL1,LSER_SL1,GLN_SL1,ARG_SL1,GLY_SL1,THR_SL1,TAU_SL1,ALA_SL1,TYR_SL1,GABA_SL1,NA_SN,5HTP_SN,DOPAC_SN,DA_SN,5HIAA_SN,HVA_SN,5HT_SN,3MT_SN,ASP_SN,GLU_SN,ASPN_SN,HIS_SN,LSER_SN,GLN_SN,ARG_SN,GLY_SN,THR_SN,TAU_SN,ALA_SN,TYR_SN,GABA_SN,VMA_CC,NA_CC,A_CC,5HTP_CC,DOPAC_CC,DA_CC,5HIAA_CC,HVA_CC,5HT_CC,ASP_CC,GLU_CC,ASPN_CC,HIS_CC,LSER_CC,GLN_CC,ARG_CC,GLY_CC,THR_CC,TAU_CC,ALA_CC,TYR_CC,GABA_CC,NA_dH,DOPAC_dH,5HTP_dH,DA_dH,5HIAA_dH,HVA_dH,5HT_dH,3MT_dH,ASP_dH,GLU_dH,ASPN_dH,HIS_dH,LSER_dH,GLN_dH,ARG_dH,GLY_dH,THR_dH,TAU_dH,ALA_dH,TYR_dH,GABA_dH,VMA_DG,NA_DG,A_DG,5HTP_DG,DOPAC_DG,DA_DG,5HIAA_DG,HVA_DG,5HT_DG,ASP_DG,GLU_DG,ASPN_DG,HIS_DG,LSER_DG,GLN_DG,ARG_DG,GLY_DG,THR_DG,TAU_DG,ALA_DG,TYR_DG,GABA_DG,NA_vH,DOPAC_vH,5HTP_vH,DA_vH,5HIAA_vH,HVA_vH,5HT_vH,ASP_vH,GLU_vH,ASPN_vH,HIS_vH,LSER_vH,GLN_vH,ARG_vH,GLY_vH,THR_vH,TAU_vH,ALA_vH,TYR_vH,GABA_vH,VMA_VPL,NA_VPL,DOPAC_VPL,5HTP_VPL,DA_VPL,5HIAA_VPL,HVA_VPL,5HT_VPL,3MT_VPL,ASP_VPL,GLU_VPL,ASPN_VPL,HIS_VPL,LSER_VPL,GLN_VPL,ARG_VPL,GLY_VPL,THR_VPL,TAU_VPL,ALA_VPL,TYR_VPL,GABA_VPL,VMA_VPR,NA_VPR,A_VPR,5HTP_VPR,DOPAC_VPR,DA_VPR,5HIAA_VPR,HVA_VPR,5HT_VPR,ASP_VPR,GLU_VPR,ASPN_VPR,HIS_VPR,LSER_VPR,GLN_VPR,ARG_VPR,GLY_VPR,THR_VPR,TAU_VPR,ALA_VPR,TYR_VPR,GABA_VPR,ASP_MR,GLU_MR,ASPN_MR,HIS_MR,LSER_MR,GLN_MR,ARG_MR,GLY_MR,THR_MR,TAU_MR,ALA_MR,TYR_MR,GABA_MR,VMA_MR,NA_MR,A_MR,5HTP_MR,DOPAC_MR,DA_MR,5HIAA_MR,HVA_MR,5HT_MR,NA_IC,5HTP_IC,DOPAC_IC,DA_IC,5HIAA_IC,HVA_IC,5HT_IC,3MT_IC,ASP_IC,GLU_IC,ASPN_IC,HIS_IC,LSER_IC,GLN_IC,ARG_IC,GLY_IC,THR_IC,TAU_IC,ALA_IC,TYR_IC,GABA_IC,ASP_SL6,GLU_SL6,ASPN_SL6,HIS_SL6,LSER_SL6,GLN_SL6,ARG_SL6,GLY_SL6,THR_SL6,TAU_SL6,ALA_SL6,TYR_SL6,GABA_SL6,VMA_SL6,NA_SL6,5HTP_SL6,DOPAC_SL6,DA_SL6,5HIAA_SL6,HVA_SL6,5HT_SL6,3MT_SL6,ASP_SR6,GLU_SR6,ASPN_SR6,HIS_SR6,LSER_SR6,GLN_SR6,ARG_SR6,GLY_SR6,THR_SR6,TAU_SR6,ALA_SR6,TYR_SR6,GABA_SR6,VMA_SR6,NA_SR6,5HTP_SR6,DOPAC_SR6,DA_SR6,5HIAA_SR6,HVA_SR6,5HT_SR6,3MT_SR6,NA_Am,5HTP_Am,DOPAC_Am,DA_Am,5HIAA_Am,HVA_Am,5HT_Am,3MT_Am,ASP_Am,GLU_Am,ASPN_Am,HIS_Am,LSER_Am,GLN_Am,ARG_Am,GLY_Am,THR_Am,TAU_Am,ALA_Am,TYR_Am,GABA_Am,NA_Y,DOPAC_Y,5HTP_Y,DA_Y,5HIAA_Y,HVA_Y,5HT_Y,VMA_AC,LDOPA_AC,NA_AC,A_AC,5HTP_AC,DOPAC_AC,DA_AC,5HIAA_AC,HVA_AC,5HT_AC,ASP_AC,GLU_AC,ASPN_AC,HIS_AC,LSER_AC,GLN_AC,ARG_AC,GLY_AC,THR_AC,TAU_AC,ALA_AC,GABA_AC,VMA_MD,LDOPA_MD,NA_MD,A_MD,5HTP_MD,DOPAC_MD,DA_MD,5HIAA_MD,HVA_MD,5HT_MD,ASP_MD,GLU_MD,ASPN_MD,HIS_MD,LSER_MD,GLN_MD,ARG_MD,GLY_MD,THR_MD,TAU_MD,ALA_MD,TYR_MD,GABA_MD,LDOPA_SC,NA_SC,DOPAC_SC,5HTP_SC,DA_SC,5HIAA_SC,HVA_SC,5HT_SC,ASP_SC,GLU_SC,ASPN_SC,HIS_SC,LSER_SC,GLN_SC,ARG_SC,GLY_SC,THR_SC,TAU_SC,ALA_SC,TYR_SC,GABA_SC,VMA_DR,NA_DR,A_DR,5HTP_DR,DOPAC_DR,DA_DR,5HIAA_DR,HVA_DR,5HT_DR,ASP_DR,GLU_DR,ASPN_DR,HIS_DR,LSER_DR,GLN_DR,ARG_DR,GLY_DR,THR_DR,TAU_DR,ALA_DR,TYR_DR,GABA_DR,LDOPA_CE,NA_CE,A_CE,5HTP_CE,DOPAC_CE,DA_CE,5HIAA_CE,HVA_CE,5HT_CE,ASP_CE,GLU_CE,ASPN_CE,HIS_CE,LSER_CE,GLN_CE,ARG_CE,GLY_CE,THR_CE,TAU_CE,ALA_CE,TYR_CE,GABA_CE,NA_V,A_V,DOPAC_V,5HTP_V,DA_V,5HIAA_V,HVA_V,5HT_V,ASP_V,GLU_V,ASPN_V,HIS_V,LSER_V,GLN_V,ARG_V,GLY_V,THR_V,TAU_V,ALA_V,TYR_V,GABA_V,ASP_M,GLU_M,ASPN_M,HIS_M,LSER_M,GLN_M,ARG_M,GLY_M,THR_M,TAU_M,ALA_M,TYR_M,GABA_M,VMA_M,LDOPA_M,NA_M,A_M,DOPAC_M,5HTP_M,DA_M,5HIAA_M,HVA_M,5HT_M,LDOPA_OF,NA_OF,A_OF,5HTP_OF,DOPAC_OF,DA_OF,5HIAA_OF,HVA_OF,5HT_OF,ASP_OF,GLU_OF,ASPN_OF,HIS_OF,LSER_OF,GLN_OF,ARG_OF,GLY_OF,THR_OF,TAU_OF,ALA_OF,TYR_OF,GABA_OF
2,1,0.083207585,0.022148238,0.753765916,1.168288987,0.068692098,0.346195701,0.06250398,0.062365624,168.6686311,224.467401,2.722913957,4.447103275,28.93363828,116.0639565,5.439207921,21.44720868,7.902108434,255.1874165,7.034821645,0,40.50250394,0.111409448,0.004596819,0.517598344,2.726344827,0.045038847,0.536232956,0.039498567,0.098605312,236000520.4,320433082.1,4615563.93,4185616.486,36062672.49,149756363.9,6297850.365,25892035.63,8421832.12,431611310.8,10331259.86,14302942.38,46895342.17,0.091685933,0.021634598,0.611839507,2.570821931,0.063523098,0.464136166,0.041193714,0.118710119,246.643483,356.9834883,2.726623597,6.647638188,42.96266035,152.3891088,6.622243966,28.3716891,11.14112681,454.677711,19.3360393,0,54.3277737,0.072050863,0.009077675,0.523447776,2.463207723,0.074229861,0.354110244,0.060833814,0.107625108,286.9350466,436.4169793,4.143888023,11.93687579,70.08554772,173.9731872,10.98782891,51.13191452,18.0166527,438.0681167,43.92423249,0,45.94685559,220.6396349,317.3126976,5.220084591,6.818309119,52.7774495,157.0284556,4.216242376,29.90297779,14.56016598,253.296239,18.34297262,0,51.72973571,0.091236108,0.005799815,0.440059523,1.346667364,0.085612096,0.312878284,0.059788376,0.044969536,0.037163109,0.030542496,0.003389841,0.009519304,0.077045917,0.055637903,0.043758913,0,76.50984352,279.4329398,5.055882353,6.598696839,55.34297358,87.79406584,2.782064719,40.94664214,11.71931486,213.4034087,21.83976726,29.15678341,18.69065491,0.04655236,0.01950474,0.016181428,0,0.984043962,0.072683468,0.030291621,0,184.5305585,307.6857803,1.745123119,7.427353141,42.41464397,99.78663998,6.102305784,242.6490493,29.37584342,8.141182383,171.3139787,17.6313784,0,25.73847883,0.003636767,0.046484182,0.0714505,0.034964496,0.041313597,0.019092887,0,35.82126229,89.85058138,1.503432668,2.025554726,8.130805837,46.33622799,2.999000929,11.42063957,6.132270495,48.37759372,3.725721181,0,23.02100614,0.140554531,0.002647403,0.005001781,0.002742127,0.032370433,0.017694466,0.01370966,57.66715245,235.746186,1.57569516,3.555063991,18.77948577,77.58718277,3.457887496,14.6110239,4.668659845,187.4128582,13.13228289,1.785070321,40.35211828,0.180999727,0.001760563,0.001038767,0.005913028,0.019593509,0.010813204,0.029814551,0,51.48893905,231.6516071,1.600799394,2.35224,14.51213774,74.73729306,2.999492243,10.84459589,2.106281969,180.8423225,9.674827073,3.261202307,26.91645,0.175090463,0.011557326,0.063010637,0.136637401,0.132715228,0.090172433,0.15024,0.006179522,79.69193444,155.308092,2.0412322,3.744033671,13.39025068,92.97099083,7.321268472,15.9650405,4.651869869,141.9230769,6.753796561,0,168.5335971,0.201267557,0.158393065,0.000187702,0.002630916,0.011604788,0.007221987,0.058112653,0.031127483,0.02030871,136.4031907,278.2651263,1.510927516,3.280116823,24.11524247,87.58236991,3.398397642,19.79105489,8.297855356,188.2084829,13.23131673,0,32.45637453,0.105050476,0.002058936,0.004948714,0.00535027,0.083788616,0.00797471,0.043801765,0,146.9255954,282.6188143,2.240185595,5.040037683,31.38194174,146.6476136,4.747486016,22.16297542,9.704223959,271.4197643,20.50703354,4.331385356,69.34958698,0.141072451,0.049160309,0.007915492,0.004690653,0.005402492,0.006645657,0.032317152,0.011417165,0.016751303,31.24626572,92.47566566,1.26052535,3.148653304,12.85797551,54.79305424,3.502984381,9.10592616,3.95933126,44.12464776,7.29716147,0,13.69690152,0.218822744,0.017520593,0.006168535,0.005131638,0.479424208,0.021122604,0.195860285,449.2842818,1019.096547,6.44716475,13.24124625,72.36113476,496.154519,12.39927028,60.43618661,28.51172535,720.2194902,51.09437039,12.62693417,149.0383058,0.053922097,0.01011696,0.006457866,0.003457171,0.001616954,0.095759712,0.015090292,0.027565374,0,112.0004933,172.3465826,2.69148512,6.21761658,34.22373698,78.13803944,6.784171859,24.09451955,9.548422198,96.89075249,11.17174215,0,30.84569733,0.280165119,0.076601253,0.004356309,0.010214352,0.012216435,0.005975803,0.108586056,0.016839892,0.011642151,58.29716499,138.6304171,0.9135703,2.931091738,11.07439976,62.21281832,3.32168321,12.75306641,3.57757477,52.35628151,5.562125436,1.701123138,26.57424248,97.12441011,100.2337998,2.102795128,4.166981573,17.05105127,100.9564178,3.987944112,25.95062173,4.350627526,44.81039518,11.38631191,31.11474071,29.71502145,0.231739645,0.097799206,0.00589241,0.01199042,0.004569808,0.001422427,0.059444243,0.015682175,0.022033154,0.060155066,0.002923437,0.013705439,0.002526081,0.030562542,0.044868788,0.015814741,0,69.5380436,228.5550303,2.194624279,3.393060325,21.78030042,91.5486869,3.068382912,14.10423123,1.844741211,186.0713716,11.9224887,0,26.04569232,75.93802501,176.2862284,2.381919323,7.520515029,26.72558864,72.70694882,8.410460352,16.45015235,7.733580019,109.5578215,11.17946278,0,23.79225075,0.880583441,0.072084756,0.005771793,0.006014947,0.003745235,0.028189718,0.029624191,0.013342475,0,166.8621257,377.5694042,3.107122209,5.091638472,32.13149364,159.0050478,9.281434666,26.24160941,21.1442152,480.4100874,21.62780552,6.466878616,48.74559057,0.787250586,0.127207584,0.005274579,0.035276149,0.015357878,0.070171764,0.104451145,0.024963265,0.006342075,0.232846139,0.006173806,0.034317996,0.045674297,0.13435224,0.027332584,0.073845531,0.014572357,49.52234091,319.5489047,0,3.800092525,25.11176569,134.5836862,3.623795161,21.4701915,14.31697973,248.1017497,14.26624648,0,49.37861245,0.167895222,0.013776176,0.015623465,0.015885234,0.032999102,0.019499509,0.031909607,0.340705281,0.108488052,0.079688387,0.003754036,0.008594425,0.004146418,0.006573192,0.011588409,0.013468221,0.012015364,113.9243908,256.9380967,4.046952154,8.232339929,36.8690323,429.6686016,4.66218155,23.42729707,16.3148073,193.095776,22.48808407,32.12180552,0.625034438,0.189676047,0.613701225,0.003465264,0.092886978,0.035276451,0.020034725,0.062679916,0.031927299,0.057801142,144.9471386,313.4202235,7.086508493,22.82581701,84.91673118,532.0079652,6.525612443,49.37647099,29.27108753,154.5645425,28.18493579,0,55.64011451,0.053502521,0.046565932,0.00404184,0.000625793,0.010316306,0.031307101,0.001317176,0.027913225,104.7910864,148.9799094,3.229070377,5.756688963,23.52352556,388.2515851,4.296351163,20.89754403,11.70372753,64.21898626,9.733470365,9.438559322,47.73866453,0.304472758,0.226609062,0.004415931,0.12020744,0.015900423,0.006917031,0.143655415,0.029534762,0.16560162,130.789964,162.5333743,7.042264179,15.57691755,53.03277372,220.4677274,10.60730847,40.78637917,33.55984548,86.47884129,22.47436774,0,69.43799655,0.175381779,0.164420612,0.000312836,0.01312336,0.014084001,0.010623977,0.048234561,0.016466283,0.02251074,142.9008568,324.4277547,4.892225151,9.258350357,32.92350871,1164.767985,11.11316397,33.59980149,15.60946028,342.312964,16.77731655,0,54.88142901,0.044973766,0.013247936,0.000626312,0.001988157,0.005329428,0.007687624,0,0.008313178,69.80259174,178.7621117,3.261928633,8.70510397,42.57522943,338.3325455,11.08870663,78.78568892,40.86092866,210.1739284,18.08023442,6.505158438,28.12406915,307.5221831,792.9519415,125.7481573,1.186373231,72.86700676,830.1301409,23.39681321,122.2955722,423.3157686,521.5398972,41.20241932,0,80.67028823,0.586982979,0.092216875,0.103901447,0.000654258,4.28726E-05,0.003499335,0.012563666,0.014129127,0.023646445,0.049122159,0.147723802,0.163797464,0.004027767,0.007147747,0.018342718,0.010887794,0.031349077,0.034337428,0.042579184,209.9009797,509.8367361,3.352290932,7.785802273,37.90228545,346.415798,7.214382863,24.17804184,11.93977591,313.9459324,30.34826972,0,50.15957101
5,1,0.079590426,0.038602314,0.705504978,1.986061472,0.084270498,0.422001369,0.097578343,0.115817913,191.4478971,310.9302533,3.40085486,3.695214106,28.92540464,161.8850337,6.717191719,21.23942681,5.993161837,362.0127054,10.22082019,0,55.5123806,0.232612512,0.009326879,1.134955721,6.371051062,0.137923443,1.019397233,0.129979036,0.266145509,416857923.5,660490233.1,7706282.295,8625191.725,56648618.21,300940572.4,11446904.65,45946351.48,19660730.38,874701424.7,21998234.9,13070136.46,99726803.6,0.092336542,0.022288275,0.673622109,2.374819307,0.055106878,0.406688231,0.034396013,0.118230118,251.1803236,364.4734082,3.25399524,7.897232276,53.8177006,151.3850019,7.151953323,24.40558024,12.51250347,443.7091872,21.97613457,0,54.14131099,0.111054085,0.00232477,0.983981156,2.07864619,0.073026578,0.353027593,0.05139248,0.133245133,255.2660901,359.2803228,4.557061609,9.937575369,60.9396379,163.8515645,7.595638595,28.58820264,16.39220041,437.7516915,26.77130008,0,51.70309002,163.5801825,298.9999628,7.423649711,4.6839282,36.08963923,138.3734846,4.306333025,21.59659507,9.148916551,241.4786877,16.09867463,82.77208693,54.3627009,0.089534735,0.009505253,0.595022117,1.365998774,0.066751548,0.295259627,0.047920452,0.061997313,0.034616105,0.017105995,0.000743882,0.010832311,0.050926432,0.043071821,0.051632062,0,82.83429194,426.7687645,4.698529412,5.414315355,39.21241284,134.47121,3.103072187,33.43400358,7.457745823,319.2803655,19.81756659,48.33318362,0,0,0.101741711,0.00874331,0.011640049,0.15430791,0.050636852,0.068325249,0,191.1399056,305.976807,3.416285089,18.69797947,114.4884492,99.37939595,6.936840047,235.4248074,86.11859202,22.0011663,151.2077706,32.35272472,15.97809397,20.25638626,0.007580061,0.102970436,0.167240394,0.104349385,0.091348826,0.0544,0.014174559,65.73969806,177.3973017,2.592125289,3.87592634,17.58099046,91.7428193,6.469975775,25.66182,10.92496734,98.84937238,8.467548138,0,64.7370692,0.194422932,0.002231052,0.005409523,0.0030563,0.034486567,0.026303313,0.032861572,77.45851181,318.7504687,2.698249228,5.772370569,33.07273531,99.73752052,5.252080573,27.89671234,8.125042809,235.7862122,20.0141688,4.601514605,48.57223756,0.186497198,0.002589928,0.001132307,0.002747027,0.027279349,0.013204165,0.022238231,0,77.23340858,355.5363162,2.706257088,3.860086154,26.84134938,107.2843138,4.941737715,20.02129704,5.592613811,231.9705049,19.22348122,6.122363798,39.703488,0.211182811,0.014700303,0.112407354,0.209235827,0.173607185,0.140495592,0.218791111,0,98.92913913,223.1066409,3.005809284,5.640652878,20.58058084,131.8822162,9.517649014,24.55089294,6.007905138,230.1913265,8.579290825,0,279.0265022,0.293231948,0.196283991,0.001636374,0.004254525,0.011928927,0.011057273,0.074999114,0.03542563,0.041009545,163.8117159,390.5228118,2.169536946,4.410869346,27.24349231,121.6518538,4.662304175,22.01873121,11.02328038,239.2666657,19.03093348,0,42.88178549,0.099676951,0.002906161,0.004286331,0.004298297,0.135175704,0.014423005,0.105261968,0,192.0642751,442.9411353,3.075982994,5.872193437,34.60941665,214.889152,7.347641283,28.80911818,11.51873154,417.7293097,29.79131241,0,109.6433441,0.198731587,0.075946057,0.000647386,0.000768803,0.001302454,0.000797001,0.077324185,0.007442547,0.026670094,59.80778032,163.2075286,2.195364725,5.724261,28.54929745,115.912449,6.375431574,18.36761158,9.110902909,88.10179028,12.64032772,0,37.94312629,0.221792856,0.015995758,0.00187738,0.009620347,0.503219307,0.021607958,0.318939198,276.8157841,783.4325351,4.738666091,9.490881291,46.51357707,366.552551,10.02167825,41.51011765,16.52169516,486.7247508,42.97027442,8.102282762,120.0727942,0,0.04504215,0.005323184,0,0.001677494,0.066658083,0.02120122,0.027045975,0,226.944939,234.373602,10.77634235,43.00518135,90.53204139,93.8205947,56.44101725,57.61732935,51.2655533,106.5199259,43.56912902,26.19008474,30.68172546,0.252709537,0.117029949,0.001880495,0.007659103,0.011021653,0.005394495,0.057764529,0.014963504,0.006407835,51.3616275,151.4142707,0.899025897,3.085304132,10.88567047,65.6748396,3.759301791,11.08355889,4.027898867,53.11892267,5.86698466,2.608388812,21.5080242,143.6855881,168.6541029,2.827056041,4.090689043,18.57020872,163.9294174,6.061456276,41.50747883,11.0129089,79.45597077,10.18499292,0,59.07746895,0.356403189,0.153951714,0.007846977,0.011460235,0.010718491,0.003408229,0.154978367,0.028445722,0.074844248,0.113633298,0.00292149,0.060426278,0.049971974,0.054515491,0.104193056,0.033306344,0,73.80850663,275.4661027,2.749055676,3.827283979,20.98498346,124.5749786,3.532881014,13.89397351,1.668210952,205.7607121,16.33540611,0,34.67040643,83.4262247,219.3320671,1.757681094,3.452008541,21.16129823,90.8808929,4.366049038,13.30959739,6.612630868,118.1603402,11.71424346,0,25.29805019,0.286791216,0.081012294,0.003663289,0.006104455,0.004183554,0.022881806,0.031284469,0.014021181,0,219.5203986,506.9637036,3.888445338,5.694322209,39.18635647,204.5126865,8.747969029,30.5654261,26.125375,570.8497292,28.66644045,0,67.50600706,0.32212615,0.164541103,0.0038756,0.031777279,0.014045239,0.096333266,0.115963125,0.058377452,0.011253188,0.1725626,0.002618616,0.029613727,0.091668638,0.107337487,0.034368346,0.119492053,0.009620466,55.41346588,396.9827421,4.522381573,5.952592487,34.89880253,169.5863472,4.975729962,29.02226278,19.64222543,284.2420501,19.04086148,8.184490125,60.06733605,0.154995393,0.013173361,0.018178062,0.006565391,0.049095414,0.018270386,0.013615347,0.272003177,0.120767142,0.058163565,0.004723828,0.009481514,0.00796527,0.008864247,0.021637807,0.018531103,0.021662624,76.52104557,200.0015582,2.701731363,6.879110367,30.87185278,373.52825,4.122165043,23.69749394,12.01655172,205.180347,16.94565571,32.25322611,0.27838414,0.112448178,0.148764645,0.00170638,0.014910845,0.013253461,0.014024427,0.056536423,0.021646153,0.075271188,101.9976072,222.4011998,2.670862102,5.560205668,17.15413156,450.4761233,5.455185477,19.44935989,12.66206897,115.929031,10.69964204,0,66.59809239,0.060097292,0.192912205,0.024467632,0.006710188,0.03089392,0.318657148,0.01179924,0.165649494,420.63903,624.0084867,13.11350133,23.68925831,84.75234321,1559.747453,17.49540833,73.66831191,40.23197319,282.3179408,35.71607754,16.86191426,219.4204218,0.501841738,0.388597578,0.00486887,0.086678572,0.027818697,0.018675901,0.318365346,0.043529915,0.384224612,178.7976553,231.6355128,7.505391804,14.24413316,55.25782664,300.3909159,10.79612875,44.29092192,38.67430604,111.3829383,26.49350649,0,104.0610553,0.149740024,0.134833189,0.00022122,0.01587307,0.010777726,0.009790764,0.045002148,0.01204167,0.03154108,121.8831964,278.3562602,3.719089528,5.52968342,20.11352212,969.7984477,7.441108545,26.24094976,13.96764892,249.1759811,9.666717533,0,50.8959919,0.064747743,0.002688552,0.000433489,0.000414216,0.006595925,0.024862164,0.002156266,0.019353169,90.11699164,275.818618,2.572263722,5.913043478,30.57756651,488.1531921,11.28303078,61.95009565,43.88499739,279.4899947,19.49071906,4.194915254,40.00025374,263.5611304,884.4304519,72.01939916,0,78.5046862,902.1940658,30.93901204,139.1700664,100.5597776,535.2779631,46.33881453,0,87.21458202,6.173151137,0.054327051,0.106191286,0.021498593,0.004929047,0.002746989,0.017134953,0.012526289,0.023374647,0.059037987,0.32422959,0.098815519,0.001313912,0.012642018,0.022705787,0.001052415,0.117077202,0.052927339,0.029319446,179.2015305,467.0050509,3.561358539,8.444727013,36.40158582,346.1351245,7.681060864,27.4140003,13.52661064,321.4926734,29.84429123,20.17445002,73.93630159
